盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0,0,0,0,0,0,0,0,-,-,-,-,2018,21.75,16.25,18.8,0,0,0,2017,-0.67,0,0,0
2017,0.42,0,0.42,0,0,0,0.42,0.51,0,-,-,-,-,2017,23.7,16.45,19.7,2.14,0,2.14,2016,0.83,50.6,0,50.6
2016,0,0,0,0,0,0,0,0,0,-,-,-,-,2016,18.75,14.1,16,0,0,0,2015,-0.5,0,0,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,16.6,9.56,12.7,0,0,0,2014,-0.29,0,0,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,20.45,10.65,15.7,0,0,0,2013,-1.11,0,0,0
2013,0.07,0,0.07,0.67,0,0.67,0.74,0.08,7.16,2.35,2.66,0.08,0,2013,23.6,15.2,19.2,0.39,3.47,3.85,2012,0.86,8.6,77.5,86.1
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,21,10.85,14.6,0,0,0,2011,-0.85,0,0,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,22.15,9.4,17.2,0,0,0,2010,-0.6,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,28.95,16.9,21.2,0,0,0,2009,0.1,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,21.5,6.51,13.3,0,0,0,2008,-0.55,0,0,0
2008,0.5,0,0.5,1,0,1,1.5,-,-,3.99,2.7,0.07,1.34,2008,34.8,5.58,18.5,2.7,5.4,8.1,2007,2.1,23.8,47.6,71.4
2007,0.2,0,0.2,1.79,0,1.79,1.99,-,-,3.78,2.75,0.02,-,2007,71.2,29,52.4,0.38,3.41,3.79,2006,2.43,8.2,73.7,81.8
2006,0.22,0,0.22,2,0,2,2.23,-,-,3.6,2.62,0.01,-,2006,64,29.2,42.5,0.52,4.71,5.24,2005,3.43,6.5,58.4,64.9
2005,0,0,0,2,0,2,2,-,-,2.26,2.7,0,-,-,-,-,-,-,-,-,2004,2.63,0,76,76
2004,0,0,0,2,0,2,2,-,-,2.6,-,0,-,-,-,-,-,-,-,-,2003,-,-,-,-
平均,0.09,0,0.09,0.63,0,0.63,0.73,,,,,,,平均,29.9,14.6,21.7,0.5,1.3,1.8,平均,0.56,7,23.8,30.8
累計,1.42,0,1.42,9.46,0,9.46,10.9,,,,,,,累計,,,,,,,累計,7.81,,,
