盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0.8,0,0.8,0,0,0,0.8,0.82,0,-,-,-,-,2018,36.95,21.8,29.7,2.7,0,2.7,2017,1.86,43,0,43
2017,1.2,0,1.2,0,0,0,1.2,1.24,0,-,-,-,-,2017,50.4,30.55,38.1,3.15,0,3.15,2016,1.78,67.4,0,67.4
2016,1,0,1,0,0,0,1,1.03,0,-,-,-,-,2016,41.4,18.55,28.4,3.52,0,3.52,2015,1.34,74.6,0,74.6
2015,0.5,0,0.5,0,0,0,0.5,0.52,0,3.14,2.69,0.05,0,2015,23.2,13.1,18.8,2.66,0,2.66,2014,1.18,42.4,0,42.4
2014,0.5,0,0.5,0,0,0,0.5,-0.52,0,1.58,1.85,0.03,0,2014,32.8,19.15,24.5,2.04,0,2.04,2013,0.93,53.8,0,53.8
2013,0.5,0,0.5,0,0,0,0.5,0.46,0,2.69,2.27,0.04,0,-,-,-,-,-,-,-,2012,1.29,38.8,0,38.8
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,2011,0.18,0,0,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,2010,-0.82,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,2009,-2.73,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,2008,0.03,0,0,0
2008,0.2,0,0.2,0,1.01,1.01,1.21,-,-,0.48,2.28,0.01,0,-,-,-,-,-,-,-,2007,0.33,60.2,306,367
2007,0,0,0,0,0,0,0,-,-,0,0,0,-,-,-,-,-,-,-,-,2006,-0.6,0,0,0
2006,0,0,0,0,0,0,0,-,-,0,0,0,-,-,-,-,-,-,-,-,2005,0.42,0,0,0
2005,0.2,0,0.2,0.5,0.5,1,1.2,-,-,0.71,1.05,0.01,-,-,-,-,-,-,-,-,2004,1.4,14.3,71.4,85.7
2004,0.2,0,0.2,1.4,0.6,2,2.2,-,-,1.35,2.01,0.02,-,-,-,-,-,-,-,-,2003,1.81,11,110,122
平均,0.34,0,0.34,0.13,0.14,0.27,0.61,,,,,,,平均,37,20.6,27.9,2.8,0,2.8,平均,0.56,27,32.6,59.6
累計,5.1,0,5.1,1.9,2.11,4.01,9.11,,,,,,,累計,,,,,,,累計,8.4,,,
