18Q1,14.7,32,23.85,21.35,-2.5,-10.5,-0.43,-0.5,-1.02,-2.33,2.58,-0.32,-1.09,-3.35,9.7,8.61,-23.9,-0.34
2017,14.7,45,29.75,23.85,-5.9,-19.8,0.9,0.94,6.68,-1.37,-5.24,-1.52,-1.45,5.31,11.2,9.7,41.1,0.64
2016,14.6,43,29.45,29.75,+0.3,+1,2.6,2.24,9.37,-6.32,-3.03,-1.13,-1.11,3.05,12.3,11.2,47.3,1.54
2015,14.5,34,26.15,29.45,+3.3,+12.6,-1.07,0.94,5.15,-1.98,-7.09,0.69,-3.23,3.17,15.5,12.3,16.2,0.65
2014,14.6,32,31.3,26.15,-5.15,-16.5,-0.33,1.41,1.68,-1.4,-2.93,1.43,-1.22,0.28,16.7,15.5,6.06,0.97
2013,14.5,40,30.25,31.3,+1.05,+3.5,0.54,2.35,2.58,-0.13,3.95,1.41,7.81,2.45,8.9,16.7,9.48,1.62
2012,14.6,43,35.3,30.25,-5.05,-14.3,1.08,1.74,2.45,-0.65,-2.19,0.11,-0.28,1.79,9.47,9.19,8.77,1.19
2011,14.6,43,45.2,35.3,-9.9,-21.9,6.44,4.79,-5.64,-9.57,6.65,1.67,-6.89,-15.2,16.4,9.47,-19,3.27
2010,14.7,53,37.3,45.2,+7.9,+21.2,6.99,5.1,6.35,0.32,-0.63,-1,5.04,6.67,11.3,16.4,27.1,3.47
2009,14.7,49,17.1,37.3,+20.2,+118.1,5.6,2.78,5.61,-2.57,-3.18,0.14,-0.01,3.03,11.3,11.3,27.3,1.89
2008,14,47,44,17.1,-26.9,-61.1,4.72,1.86,1.73,-2.44,-0.82,0.48,-1.04,-0.71,12.5,11.5,9.01,1.33
2007,13.5,51,56,44,-12,-21.4,7.04,5.69,2.79,7.31,-5.02,0.22,5.31,10.1,7.24,12.5,17,4.21
2006,12.7,53,38.3,56,+17.7,+46.2,8.74,6.99,9.59,-5.78,-3.95,0.06,-0.09,3.8,7.32,7.24,61.6,5.5
2005,12.5,51,42.3,38.3,-4,-9.5,6.4,5.6,4.49,-6.34,0.18,0.78,-0.89,-1.85,8.22,7.32,40.2,4.47
2004,12.3,53,46.1,42.3,-3.8,-8.2,6.19,5.53,7.21,-5.49,0.26,-1.24,0.74,1.72,7.48,8.22,75.2,4.48
2003,12.3,51,40.2,46.1,+5.9,+14.7,2.6,3.88,7.2,1.07,-4,-0.4,3.86,8.26,3.45,7.31,64.4,3.16
2002,12.2,47,39.7,40.2,+0.5,+1.3,5.75,5.15,2.46,-3.89,-0.02,-0.16,-1.6,-1.43,5.05,3.45,24.7,4.21
2001,11.6,51,44.5,39.7,-4.8,-10.8,5.86,4.96,6.36,-4.21,-0.8,0.95,2.3,2.14,2.75,5.05,67.5,4.27
2000,9.49,49,78.5,44.5,-34,-43.3,5.65,4.25,2.32,-2.76,0.41,0.76,0.73,-0.44,2.02,2.75,22.3,4.48
1999,6.14,51,72.5,78.5,+6,+8.3,4.2,3.11,5.04,-5.79,2.74,-0.35,1.65,-0.75,0.38,2.02,56.8,5.07
1998,3.83,45,-,-,-,-,4.27,3.22,3.15,-3.91,0.84,0.05,0.13,-0.76,0.25,0.38,30.1,8.4
