18Q1,26.9,49,22.85,24.4,+1.55,+6.8,0.52,0.38,0.04,0.25,-0.04,0,0.25,0.29,0.74,0.99,1.98,0.15
2017,25.9,45,24.2,22.85,-1.35,-5.6,2.55,2.12,4.03,-0.79,-2.87,0,0.38,3.24,0.36,0.74,58.9,0.82
2016,25.8,45,24.75,24.2,-0.55,-2.2,3.8,3.15,2.48,-0.64,-2.27,0,-0.43,1.84,0.79,0.36,33,1.22
2015,25.9,45,30.8,24.75,-6.05,-19.6,3.1,2.56,4.78,-3.43,-1.62,0,-0.27,1.35,1.05,0.79,61.2,0.99
2014,26,43,41.85,30.8,-11.05,-26.4,2.76,2.26,7.94,-4.87,-2.44,0,0.63,3.07,0.43,1.05,85.5,0.87
2013,28.7,47,29.55,41.85,+12.3,+41.6,2.87,2.41,8.76,-1.45,-7.26,0,0.05,7.31,0.37,0.43,119,0.84
2012,30.4,49,27.75,29.55,+1.8,+6.5,3.7,3.01,3.65,0.35,-3.72,0,0.27,3.99,0.48,0.75,47.7,0.99
2011,30.4,51,37.2,27.75,-9.45,-25.4,4.46,4.2,4.09,-1.68,-3.43,0,-1.02,2.4,1.5,0.48,50.8,1.38
2010,30.4,49,34.1,37.2,+3.1,+9.1,4.08,3.23,2.62,0.37,-3.55,0,-0.56,2.99,2.07,1.5,25.4,1.06
2009,30.5,49,17.6,34.1,+16.5,+93.8,3.49,2.35,6.71,-4.81,-1.01,0,0.89,1.9,1.17,2.07,79,0.77
2008,30.5,51,30.6,17.6,-13,-42.5,3.14,2.84,5.59,-1.32,-3.86,0,0.41,4.27,0.76,1.17,88.1,0.93
2007,30.4,51,25.35,30.6,+5.25,+20.7,5.01,4.13,4.87,-0.66,-4.06,0,0.15,4.21,0.61,0.76,57.4,1.36
2006,30.6,43,16.75,25.35,+8.6,+51.3,5.82,4.37,5.19,2.15,-8.11,0,-0.77,7.34,1.38,0.61,53.6,1.43
2005,30.5,45,17.7,16.75,-0.95,-5.4,6.76,5.58,8.66,-0.24,-8.86,-0.01,-0.44,8.43,1.81,1.38,61.6,1.83
2004,30.4,45,17.1,17.7,+0.6,+3.5,6.6,5.3,3.1,0.25,-2.4,0,0.95,3.35,0.86,1.81,17.9,1.74
2003,24,45,12.75,17.1,+4.35,+34.1,5.99,4.88,11.3,-5.89,-5.73,0,-0.35,5.38,1.21,0.86,73.1,2.03
2002,29.9,34,9.05,12.75,+3.7,+40.9,4.25,3.53,-0.58,8.58,-7.88,0,0.12,8,1.08,1.21,-3.64,1.18
2001,31.6,40,10.4,9.05,-1.35,-13,2.78,2.27,3.01,-16.6,11.4,0,-2.11,-13.6,3.2,1.08,15.3,0.72
2000,,-,12.2,10.4,-1.8,-14.8,,,,,,,,,,,-,
1999,,-,17,12.8,-4.2,-24.7,,,,,,,,,,,-,
1998,,-,26.5,17,-9.5,-35.8,,,,,,,,,,,-,
1997,,-,27,26.5,-0.5,-1.9,,,,,,,,,,,-,
