18Q1,9.13,57,38.6,37.75,-0.85,-2.2,0.95,0.61,0.27,-0.15,0,0.09,0.2,0.11,6.28,6.48,20.2,0.67
2017,9.1,48,33.8,38.6,+4.8,+14.2,4.07,2.51,3.5,-2.83,-2.24,-0.07,-1.63,0.68,7.91,6.28,63.1,2.76
2016,9.08,55,24.45,33.8,+9.35,+38.2,4.49,2.82,3.28,-1.61,-0.42,-0.21,1.04,1.67,6.87,7.91,59.5,3.11
2015,9.09,55,33.6,24.45,-9.15,-27.2,4.02,2.32,7.63,-2.37,-3.69,-0.2,1.38,5.26,5.49,6.87,122,2.55
2014,9.09,52,39.6,33.6,-6,-15.2,4.81,2.74,5.21,-4.31,-1.85,0.34,-0.61,0.9,6.1,5.49,71.4,3.01
2013,8.65,50,21.45,39.6,+18.15,+84.6,4.42,2.4,6.64,-2.21,-2.96,0.21,1.69,4.43,4.41,6.1,61.9,2.77
2012,8.25,45,17.35,21.45,+4.1,+23.6,3.11,1.86,5.57,-2.31,-2.18,-0.06,1.01,3.26,3.4,4.41,60.3,2.26
2011,8.26,45,26.65,17.35,-9.3,-34.9,2.87,1.65,3.1,-3.43,0.62,0.03,0.31,-0.33,3.08,3.4,30.7,2
2010,8.25,45,18.9,26.65,+7.75,+41,2.78,1.96,3.32,-4.53,0.76,-0.03,-0.49,-1.21,3.57,3.08,40.8,2.38
2009,7.83,43,9,18.9,+9.9,+110,1.89,1.18,3.97,-1.54,-2.38,-0.04,0.02,2.44,3.55,3.57,40.6,1.5
2008,7.88,43,11.3,9,-2.3,-20.4,1.44,0.63,4.26,-3.04,0.35,0.42,1.98,1.21,1.56,3.55,52.2,0.8
2007,7.45,43,10.1,11.3,+1.2,+11.9,1.37,0.72,2.47,-3.86,1.27,0.23,0.11,-1.39,1.45,1.56,26.7,0.97
2006,7.5,40,8.84,10.1,+1.26,+14.3,0.84,0.48,2.41,-2.2,-0.17,0.05,0.08,0.21,1.37,1.45,33.2,0.64
2005,7.5,40,9.75,8.84,-0.91,-9.3,0.31,0.17,2.06,-2.21,0.46,0.41,0.72,-0.15,0.65,1.37,27,0.22
2004,7.3,38,11.4,9.75,-1.65,-14.5,0.73,0.69,1.87,-2.04,0.37,-0.15,0.05,-0.17,0.6,0.65,27.7,0.95
2003,7.13,43,10.9,11.4,+0.5,+4.6,0.76,0.73,1.92,-4.53,2.11,0.01,-0.49,-2.6,1.08,0.6,41.5,1.03
2002,6.95,49,6.95,10.9,+3.95,+56.8,0.84,0.75,2.42,-1.45,-0.86,0.26,0.38,0.97,0.71,1.08,63.9,1.08
2001,6.97,47,6.8,6.95,+0.15,+2.2,0.45,0.36,1.35,-1.67,-0.86,1.41,0.23,-0.32,0.47,0.71,38.5,0.52
2000,7.13,45,9.6,6.8,-2.8,-29.2,0.46,0.38,1.59,-0.76,-0.86,0.01,-0.02,0.83,0.49,0.47,52.4,0.53
1999,6.88,45,14,9.6,-4.4,-31.4,0.51,0.46,1.2,-1.24,0.14,0,0.1,-0.04,0.39,0.49,43.7,0.67
1998,,-,18.5,14,-4.5,-24.3,,,,,,,,,,,-,
1997,,-,24.8,18.5,-6.3,-25.4,,,,,,,,,,,-,
1996,,-,18.1,24.8,+6.7,+37,,,,,,,,,,,-,
