18Q1,95.7,38,11.7,11.25,-0.45,-3.8,0.55,0.57,-3.47,-6.49,7.6,0.12,-2.24,-9.96,17,14.7,-27.6,0.06
2017,129,34,8.24,11.7,+3.46,+42,-0.18,-0.13,14.1,-13.2,-18.8,-0.53,-18.4,0.94,35.3,17,28,-0.01
2016,89.7,40,9.45,8.24,-1.21,-12.8,0.86,0.63,-9.81,-2.24,10.2,0.28,-1.6,-12,36.9,35.3,-13.3,0.07
2015,94.5,49,9.15,9.45,+0.3,+3.3,4.64,4.06,13.4,-7.73,19.3,0.04,25,5.71,11.9,36.9,24.2,0.43
2014,94.3,40,11.1,9.15,-1.95,-17.6,2.87,2.17,9.15,-7.56,5.59,0.02,7.2,1.59,4.7,11.9,31.4,0.23
2013,90.2,40,11.5,11.1,-0.4,-3.5,7.23,6.4,4.88,-5.18,-0.81,0.12,-0.99,-0.3,5.69,4.7,21.9,0.71
2012,90.5,47,9.66,11.5,+1.84,+19,7.96,7.87,43,-15.7,-25.8,0,1.47,27.3,4.73,6.21,199,0.87
2011,87.4,38,17.8,9.66,-8.14,-45.7,8.88,7.69,9.95,-7.38,0.27,0,2.84,2.57,1.89,4.73,21,0.88
2010,76.2,47,8.86,17.8,+8.94,+100.9,18.5,16.1,2.12,-8.27,5.36,0,-0.79,-6.15,2.68,1.89,4.09,2.11
2009,74.7,40,4,8.86,+4.86,+121.5,7.26,6.87,22.3,-2.77,-18.3,0,1.14,19.5,1.54,2.68,71.8,0.92
2008,75.2,23,7.98,4,-3.98,-49.9,-3.62,-2.86,8.48,-1.83,-5.65,-0.38,0.62,6.65,0.92,1.54,18.7,-0.38
2007,66.9,32,5.24,7.98,+2.74,+52.3,5.58,4.01,4.54,-15.1,8.32,-2.91,-5.16,-10.6,6.08,0.92,8.42,0.6
2006,55.3,34,4.06,5.24,+1.18,+29.1,3.64,-0.06,0.03,-3.26,4.33,0,1.1,-3.24,4.98,6.08,0.03,-0.01
2005,69,26,7.2,4.06,-3.14,-43.6,-12.7,-9.17,-26.1,-12.7,15.1,27.8,4.07,-38.8,0.93,5,-33.5,-1.33
2004,,-,7.85,7.2,-0.65,-8.3,,,,,,,,,,,-,
2003,,-,6,7.85,+1.85,+30.8,,,,,,,,,,,-,
2002,,-,3.44,6,+2.56,+74.4,,,,,,,,,,,-,
2001,,-,2.69,3.44,+0.75,+27.9,,,,,,,,,,,-,
2000,,-,9,2.69,-6.31,-70.1,,,,,,,,,,,-,
1999,,-,11.8,9,-2.8,-23.7,,,,,,,,,,,-,
1998,,-,23.7,11.8,-11.9,-50.2,,,,,,,,,,,-,
1997,,-,22.2,23.7,+1.5,+6.8,,,,,,,,,,,-,
1996,,-,22.8,22.2,-0.6,-2.6,,,,,,,,,,,-,
1995,,-,42.8,22.8,-20,-46.7,,,,,,,,,,,-,
1994,,-,41.5,42.8,+1.3,+3.1,,,,,,,,,,,-,
1993,,-,28,41.5,+13.5,+48.2,,,,,,,,,,,-,
1992,,-,54.5,28,-26.5,-48.6,,,,,,,,,,,-,
1991,,-,59.5,54.5,-5,-8.4,,,,,,,,,,,-,
