18Q1,291,55,22.35,17.65,-4.7,-21,9.09,7.62,4.35,-5.71,-9.49,-0.8,-11.6,-1.36,51.2,39.5,7.49,0.26
2017,291,43,13.3,22.35,+9.05,+68,23.9,21.2,60.2,-30.9,-27.4,0.99,2.82,29.3,48.3,51.2,27.9,0.73
2016,265,36,12.85,13.3,+0.45,+3.5,-17.5,-16.4,62.4,-22.2,-36.3,4.97,8.86,40.2,39.5,48.3,24.9,-0.62
2015,238,30,24.7,12.85,-11.85,-48,-49.1,-46.9,27.9,-27.7,-27.4,1.54,-25.6,0.2,65.1,39.5,8.5,-1.97
2014,255,34,33.15,24.7,-8.45,-25.5,-1.66,1.53,35,-29,14.3,-4.53,15.7,5.93,49.4,65.1,10.8,0.06
2013,236,30,30,33.15,+3.15,+10.5,-4.21,-8.96,16.6,-98.9,63.4,-2.15,-21.1,-82.3,70.5,49.4,5.08,-0.38
2012,236,32,31.2,30,-1.2,-3.8,-24.8,-18.2,-1.89,-112,74.5,0.51,-39.3,-114,110,70.5,-0.94,-0.77
2011,227,49,36.35,31.2,-5.15,-14.2,30,25.2,39.4,-86.4,115,-1.31,66.6,-47,43.2,110,28.3,1.11
2010,207,60,26.2,36.35,+10.15,+38.7,67,51.8,90.3,-109,10.1,3.42,-4.99,-18.5,48.1,43.2,65.1,2.51
2009,200,47,18.7,26.2,+7.5,+40.1,18.6,13.2,70.9,-45.7,-43.5,4.09,-14.2,25.2,62.3,48.1,61.5,0.66
2008,194,47,35.3,18.7,-16.6,-47,16.5,12.8,21.4,-68.3,31.2,-7.96,-23.7,-46.9,86,62.3,16.7,0.66
2007,180,62,27.8,35.3,+7.5,+27,44.1,33.2,48.6,-80.4,37.9,-7.75,-1.77,-31.9,87.7,86,50.9,1.84
2006,164,64,26.55,27.8,+1.25,+4.7,32.1,25.8,49.7,-50.7,10.5,-3.06,6.51,-0.97,81.2,87.7,61.5,1.57
2005,153,66,30,26.55,-3.45,-11.5,38.7,30.6,89.3,-63.1,30.2,-5.9,50.4,26.2,30.8,81.2,115,2
2004,139,68,25.7,30,+4.3,+16.7,46.6,38.2,11.7,-53.1,15.8,0.38,-25.2,-41.4,56,30.8,22.5,2.75
2003,128,68,23.8,25.7,+1.9,+8,21.9,18.1,38.5,-18.3,2.71,-0.01,22.9,20.2,33.1,56,107,1.41
2002,120,60,22,23.8,+1.8,+8.2,22.6,17.7,31.9,-14,-4.28,-0.28,13.3,17.9,19.8,33.1,99.3,1.47
2001,120,-,30.1,22,-8.1,-26.9,,21.8,36.8,-32.3,-15.4,-0.53,-11.5,4.47,31.3,19.8,-,1.81
2000,111,68,24,30.1,+6.1,+25.4,30.2,22.4,44.9,-10.7,-24.6,-0.36,9.19,34.2,22.1,31.3,138,2.02
1999,160,60,31,24,-7,-22.6,17.6,15.9,35.5,11.4,-38.8,-0.46,7.65,46.9,14.4,22.1,100,0.99
1998,111,53,40.5,31,-9.5,-23.5,20.1,17,32.3,-35.2,2.08,0.37,-0.53,-2.98,14.9,14.4,73.1,1.54
1997,100,70,61.5,40.5,-21,-34.1,34,28.3,39.3,-42.6,6.22,-4.7,-1.81,-3.33,16.8,14.9,134,2.83
1996,84.1,77,50,61.5,+11.5,+23,36.7,30,36.1,-52.8,-1.97,0.13,-18.5,-16.7,35.3,16.8,156,3.57
1995,73.1,-,63.5,50,-13.5,-21.3,,25.2,29.4,-26.4,7.77,0.34,11.1,3.03,23.6,34.7,-,3.45
1994,,-,51,63.5,+12.5,+24.5,,,,,,,,,,,-,
1993,,-,31,51,+20,+64.5,,,,,,,,,,,-,
1992,,-,43.1,31,-12.1,-28.1,,,,,,,,,,,-,
1991,,-,50.5,43.1,-7.4,-14.7,,,,,,,,,,,-,
