18Q1,19.4,47,6.1,6.51,+0.41,+6.7,0.17,0.15,3.7,0.2,-4.42,-0.2,-0.73,3.9,2.8,2.07,114,0.08
2017,19,26,5.06,6.1,+1.04,+20.6,-1.07,-1.1,-2.77,0.22,2.93,-0.58,-0.2,-2.55,3,2.8,-16.3,-0.58
2016,19.4,36,4.36,5.06,+0.7,+16.1,0.35,0.21,4.35,1.59,-4.47,-0.33,1.14,5.94,1.86,3,28.1,0.11
2015,19,32,5.55,4.36,-1.19,-21.4,3.57,1.92,3.52,-0.07,-2.88,0.06,0.65,3.46,1.21,1.86,17.8,1.01
2014,19,17,5.62,5.55,-0.07,-1.2,-2.28,-1.9,-3.73,-2.04,4.32,0.06,-1.39,-5.77,2.6,1.21,-17.8,-1
2013,16.3,30,5.55,5.62,+0.07,+1.3,-0.13,0.03,-0.6,1.1,-1.06,0.05,-0.52,0.49,3.12,2.6,-3.71,0.02
2012,18,32,3.6,5.55,+1.95,+54.2,0.18,0.13,1.64,-0.48,-0.95,-0.14,0.07,1.16,3.05,3.12,10.2,0.07
2011,19,17,6.97,3.6,-3.37,-48.4,-2.2,-1.94,-2.24,-0.13,1.42,0.27,-0.68,-2.38,3.74,3.05,-12.6,-1.02
2010,18.8,21,7.33,6.97,-0.36,-4.9,-1.11,-0.72,0.48,-0.43,1.67,-0.06,1.67,0.05,2.07,3.74,2.53,-0.38
2009,18.9,23,4.21,7.33,+3.12,+74.1,-0.52,-0.59,1.08,-0.43,-1.18,0.22,-0.3,0.65,2.37,2.07,7.58,-0.31
2008,19,26,8.6,4.21,-4.39,-51,-2.87,-2.45,10,-0.63,-11.1,0.31,-1.43,9.38,3.8,2.37,57.3,-1.29
2007,18.1,17,17.7,8.6,-9.1,-51.4,-1.76,-1.34,-0.34,0.08,-5,0.16,-5.1,-0.26,8.9,3.8,-1.14,-0.74
2006,14,30,8.66,17.7,+9.04,+104.4,1.71,1.3,-6.96,-1.72,15.3,-0.06,6.59,-8.68,2.31,8.9,-25.5,0.93
2005,12.8,30,12.05,8.66,-3.39,-28.1,1.28,0.94,-2.96,-2.86,6.08,0.51,0.77,-5.82,1.53,2.31,-17.1,0.73
2004,12.5,30,11.5,12.05,+0.55,+4.8,1.53,1.13,-1.33,-0.83,2.64,-0.25,0.23,-2.16,1.3,1.53,-14.2,0.91
2003,8.42,32,9.7,11.5,+1.8,+18.6,0.02,0.01,-1.55,-1.3,3.29,0.01,0.45,-2.85,0.86,1.3,-12.8,0.01
2002,10.7,38,4.71,9.7,+4.99,+105.9,1.05,0.83,0.74,-0.83,-0.39,-0.05,-0.52,-0.08,1.38,0.86,9.69,0.77
2001,10.3,32,8.4,4.71,-3.69,-43.9,-0.53,-0.53,0.25,-0.98,1.07,0.16,0.5,-0.73,0.88,1.38,4.5,-0.51
2000,9.52,43,12.6,8.4,-4.2,-33.3,0.49,0.61,2.4,-2.29,0.17,0.14,0.41,0.11,0.46,0.88,46.4,0.64
1999,9.22,43,26.3,12.6,-13.7,-52.1,1.24,0.98,1.5,-2.73,0.87,-0.07,-0.44,-1.24,0.9,0.46,42.2,1.06
1998,8.73,47,76,26.3,-49.7,-65.4,0.62,0.44,0.81,-4.53,-1.87,-0.08,-5.67,-3.72,6.57,0.9,39.7,0.5
1997,5.62,57,51,76,+25,+49,2.29,1.94,2.35,-13.5,10.7,0.22,-0.24,-11.2,0.64,0.4,54.7,3.46
