18Q1,55.6,55,106,89.2,-16.8,-15.8,5.85,5.22,21.3,-4.05,0.24,-0.45,17,17.2,39.4,56.4,86,0.94
2017,54.7,43,50.9,106,+55.1,+108.3,32.4,25.6,-10.7,0.67,-15.5,-0.26,-25.8,-10,65.2,39.4,-11.8,4.68
2016,53.8,53,31.95,50.9,+18.95,+59.3,24.9,18.9,36.5,-12.9,-9.07,-3.1,11.4,23.6,53.8,65.2,42.3,3.51
2015,53.3,47,16,31.95,+15.95,+99.7,14.8,11.7,19.5,-5.27,-6.31,1.06,8.97,14.2,44.9,53.8,28.8,2.19
2014,53.2,43,15.75,16,+0.25,+1.6,7.04,6.44,0.85,4.22,-6.22,3.28,2.14,5.07,42.7,44.9,1.3,1.21
2013,52.7,43,16.15,15.75,-0.4,-2.5,6.95,5.59,13,1.04,-8.19,1.3,7.11,14,35.6,42.7,21,1.06
2012,52,45,13.75,16.15,+2.4,+17.5,9.83,8.73,28.3,-2.99,-10.3,-1.88,13.1,25.3,22.7,35.8,45.8,1.68
2011,51.9,43,20.4,13.75,-6.65,-32.6,10.5,8.62,13.1,-8.09,-8.49,1.02,-2.49,4.98,25.2,22.7,20,1.66
2010,49.8,45,15.55,20.4,+4.85,+31.2,10.4,10.1,0.82,4.04,-8.08,-1.87,-5.1,4.85,30.3,25.2,1.35,2.02
2009,53,43,8.71,15.55,+6.84,+78.5,7.18,6.52,11.8,2.5,-5.71,-0.83,7.76,14.3,22.5,30.3,21.6,1.23
2008,54.5,38,17,8.71,-8.29,-48.8,4.11,4.09,-1.77,-2.41,-2.44,3.75,-2.87,-4.18,25.4,22.5,-4.32,0.75
2007,54,34,20.1,17,-3.1,-15.4,-1.41,-2.59,7.16,13,-6.51,-5.85,7.83,20.2,17.5,25.4,13.8,-0.48
2006,57.1,34,18.45,20.1,+1.65,+8.9,1,0.23,1.61,5.87,-8.39,-4.38,-5.29,7.48,22.8,17.5,2.8,0.04
2005,52,28,15.8,18.45,+2.65,+16.8,-1.88,-3.02,7.79,-3.12,-2.1,4.56,7.14,4.67,15.7,22.8,12.9,-0.58
2004,54.4,26,26.5,15.8,-10.7,-40.4,-6.33,-6.2,3.39,4.16,-9.05,0,-1.5,7.54,17.2,15.7,6.32,-1.14
2003,58.9,23,35.5,26.5,-9,-25.4,-26,-28.5,5.6,-12.6,-14.2,0,-21.3,-7.04,38.5,17.2,6.78,-4.85
2002,56.1,51,90,35.5,-54.5,-60.6,11.6,11.9,13.7,-12.2,-0.21,-0.29,0.99,1.49,36.9,37.9,29,2.13
2001,39.4,47,30.8,90,+59.2,+192.2,15.1,14,24.5,-6.39,-5.58,-0.41,12.1,18.1,25.7,37.8,49.7,3.54
2000,29.7,45,106.5,30.8,-75.7,-71.1,7.36,7.21,1.04,-1.94,19.1,0.38,18.6,-0.9,7.32,25.9,1.33,2.43
1999,23.5,40,48.9,106.5,+57.6,+117.8,3.07,4.74,7.16,-33.1,11.7,0,-14.2,-26,21.7,7.47,20.4,2.02
1998,18.5,45,71.5,48.9,-22.6,-31.6,-0.02,2.11,4.77,-14,9.34,0,0.13,-9.21,21.6,21.7,16.8,1.14
1997,12.7,45,98,71.5,-26.5,-27,2.76,2.97,-6.63,-14.9,38.8,1,18.3,-21.5,3.27,21.6,-20.3,2.35
1996,7.02,49,46.3,98,+51.7,+111.7,2.97,2.98,-0.02,-4.71,4.1,0.01,-0.62,-4.73,3.89,3.27,-0.13,4.25
1995,4.76,57,38.5,46.3,+7.8,+20.3,1.29,2.12,-0.16,-0.98,2.65,0.02,1.53,-1.14,2.36,3.89,-2.66,4.46
