18Q1,4.16,23,45,31.45,-13.55,-30.1,0.04,0.01,-0.56,-0.23,1.4,-0.01,0.59,-0.79,1.38,1.98,-7.33,0.03
2017,3.82,23,33,45,+12,+36.4,0.69,0.44,-2.13,-2.06,2.61,-0.39,-1.96,-4.19,3.35,1.38,-7.22,1.14
2016,3.17,36,-,-,-,-,1.36,1.21,0,-0.62,2.16,-0.18,1.37,-0.61,1.97,3.35,0.01,3.8
2015,3,36,-,-,-,-,1.35,1.1,1.19,-0.64,0.22,-0.02,0.76,0.55,1.22,1.97,3.32,3.66
