18Q1,19.9,43,2.4,4.02,+1.62,+67.5,0.01,0.01,-0.1,-0.05,0.68,-0.05,0.49,-0.15,1.5,1.99,-4.91,0
2017,15.5,30,2.5,2.4,-0.1,-4,-1.84,-1.92,-1.16,-0.21,1.48,0.06,0.17,-1.37,1.33,1.5,-15.7,-1.24
2016,9.17,30,2.42,2.5,+0.08,+3.3,-1.77,-1.79,-1.45,-0.04,0.1,0.21,-1.19,-1.5,2.52,1.33,-19.8,-1.95
2015,18.4,34,3.45,2.42,-1.03,-29.9,-1.69,-1.79,-0.09,-0.07,0.5,0.02,0.37,-0.15,2.14,2.52,-1,-0.97
2014,18.4,30,3.23,3.45,+0.22,+6.8,-1.8,-1.98,-1.77,-0.04,-0.1,0.24,-1.67,-1.81,3.82,2.14,-24,-1.08
2013,18.4,36,3.23,3.23,0,0,-1.68,-1.95,-1.75,0.25,1.17,0.06,-0.27,-1.5,4.09,3.82,-23,-1.06
2012,18.3,38,3.51,3.23,-0.28,-8,-1.62,-2.46,0.24,0.12,-1.79,0.05,-1.37,0.36,5.46,4.09,3.53,-1.34
2011,25.3,45,5.22,3.51,-1.71,-32.8,0.77,0.51,1.67,-0.42,-0.6,-0.05,0.6,1.25,4.86,5.46,17.1,0.2
2010,25,32,5.35,5.22,-0.13,-2.4,-0.84,-1.1,1.08,-0.24,-0.6,0.04,0.28,0.85,4.58,4.86,10.4,-0.44
2009,24.7,30,1.9,5.35,+3.45,+181.6,-2,-1.8,-0.08,-0.05,-1.18,0.19,-1.13,-0.13,5.7,4.58,-0.72,-0.73
2008,24.5,28,4.3,1.9,-2.4,-55.8,-0.83,-0.91,-0.21,-0.42,-1.36,-0.05,-2.04,-0.63,7.75,5.7,-1.31,-0.37
2007,24.1,36,5.9,4.3,-1.6,-27.1,0.82,0.17,3.28,-0.81,-0.72,-0.2,1.55,2.47,6.19,7.75,18,0.07
2006,24.7,21,4.55,5.9,+1.35,+29.7,-5.22,-5.96,-2.24,-0.41,-0.62,-0.08,-3.35,-2.65,9.54,6.19,-10.3,-2.41
2005,24.8,26,7.05,4.55,-2.5,-35.5,-3.43,-4.22,2.94,16.8,-16.1,-0.21,3.35,19.7,6.19,9.54,12.4,-1.7
2004,,-,6.25,7.05,+0.8,+12.8,,,,,,,,,,,-,
2003,,-,5.95,6.25,+0.3,+5,,,,,,,,,,,-,
2002,,-,6.6,5.95,-0.65,-9.8,,,,,,,,,,,-,
2001,51.5,32,4.12,6.6,+2.48,+60.2,-9.29,-8.86,9.72,-6.78,-4.2,0.08,-1.17,2.95,8.84,7.67,49.9,-1.72
2000,65.8,26,17.2,4.12,-13.08,-76,-15.3,-13.7,-11.1,-6.54,5.56,0.02,-12,-17.6,21.5,9.52,-31.7,-2.09
1999,47.7,30,40.2,17.2,-23,-57.2,-6.48,-5.48,-3.16,-5.7,2.19,-0.06,-6.73,-8.86,28.2,21.5,-12.2,-1.15
1998,,-,62.5,40.2,-22.3,-35.7,,,,,,,,,,,-,
1997,,-,72,62.5,-9.5,-13.2,,,,,,,,,,,-,
