18Q1,18.2,53,85.9,94.7,+8.8,+10.2,2.22,1.55,1.91,-2.01,0.53,0,0.44,-0.1,7.49,7.93,28.6,0.85
2017,18.2,43,41.45,85.9,+44.45,+107.2,9.79,7.16,7.71,-8.71,-1.27,-0.04,-2.31,-1,9.8,7.49,25.9,3.93
2016,18.2,45,27.65,41.45,+13.8,+49.9,10,7.28,15.1,-6.37,-7.32,-0.04,1.34,8.7,8.46,9.8,58.8,4
2015,18.2,45,39.2,27.65,-11.55,-29.5,7.92,5.75,16.5,-8.61,-7.18,-0.03,0.64,7.85,7.82,8.46,54.5,3.16
2014,18,40,40.85,39.2,-1.65,-4,9.89,7.12,15.2,-5.41,-6.74,0.08,3.16,9.82,4.66,7.82,45.9,3.95
2013,18,38,19.8,40.85,+21.05,+106.3,6.9,4.84,10.8,-4.93,-5.95,0.07,-0.07,5.82,4.72,4.66,38.1,2.69
2012,17.9,36,18.15,19.8,+1.65,+9.1,4.46,2.79,13.1,-6.01,-7.27,-0.09,-0.31,7.06,5.03,4.72,53.8,1.56
2011,17.8,36,40.9,18.15,-22.75,-55.6,2.71,1.48,5.93,-10.2,4.95,0.25,0.9,-4.3,4.14,5.03,16.7,0.83
2010,17.6,36,45.25,40.9,-4.35,-9.6,8.68,6.55,3.03,-12.5,6.83,-0.15,-2.83,-9.51,6.96,4.14,8.45,3.73
2009,17.2,38,10.7,45.25,+34.55,+322.9,4.45,3.14,15.6,-3.75,-8.82,-0.08,2.98,11.9,3.99,6.96,55.8,1.83
2008,17.1,36,26.5,10.7,-15.8,-59.6,1.81,1.08,8.1,-6.28,-2.1,0.09,-0.19,1.82,4.18,3.99,31.5,0.63
2007,17.4,36,40.8,26.5,-14.3,-35,6.75,4.9,4.69,-8.5,4.19,0.57,0.95,-3.81,3.23,4.18,13.2,2.82
2006,17.2,40,13.6,40.8,+27.2,+200,7.53,5.26,8.1,-6,-0.85,0.22,1.46,2.09,1.77,3.23,26.8,3.06
2005,17,34,14.6,13.6,-1,-6.8,3.06,2.42,4.08,-6.3,2.73,0.32,0.83,-2.22,0.94,1.77,18.4,1.42
2004,17.2,40,17.4,14.6,-2.8,-16.1,3.24,2.9,1.77,-3.45,1.39,-0.02,-0.31,-1.68,1.14,0.83,8.97,1.69
2003,16.7,34,8.45,17.4,+8.95,+105.9,1.55,1.2,1.81,-2.7,0.6,0,-0.28,-0.89,1.42,1.14,9.3,0.72
2002,16.4,28,9.35,8.45,-0.9,-9.6,-0.39,-0.26,2.83,-2.11,0.05,0.01,0.78,0.72,0.6,1.39,17.6,-0.16
2001,16.6,30,6.2,9.35,+3.15,+50.8,-0.82,-0.8,3.18,-2.82,-0.22,0,0.15,0.37,0.46,0.6,22.2,-0.48
2000,16.4,34,31.3,6.2,-25.1,-80.2,0.42,0.59,0.95,-6.68,5.38,-0.04,-0.38,-5.73,0.87,0.48,6.57,0.36
1999,14.9,38,30.1,31.3,+1.2,+4,1.34,1.25,0.77,-6.78,5.87,-0.03,-0.18,-6.02,1.05,0.87,6.1,0.84
1998,12.8,47,48.5,30.1,-18.4,-37.9,1.25,1.5,2.91,-8.48,3.62,5.44,3.49,-5.57,3.17,6.66,42.3,1.17
1997,9.29,47,38,48.5,+10.5,+27.6,1.86,1.66,2.44,-4.94,3.54,0,1.04,-2.5,0.28,1.33,42.5,1.79
1996,6.53,38,36.29,38,+1.71,+4.7,0.8,0.76,1.57,-3.68,2.13,0,0.02,-2.11,0.26,0.28,25.9,1.16
1995,5.11,43,-,-,-,-,1.38,1.28,0.47,-2.64,2.27,0,0.11,-2.17,0.16,0.26,6.39,2.5
