18Q1,8.97,60,10.1,9.79,-0.31,-3.1,3.52,3.53,-2.15,2.19,-0.15,0,-0.11,0.04,0.29,0.18,-5167,3.94
2017,9.06,28,7.89,10.1,+2.21,+28,-0.26,-0.27,-0.93,1.97,-0.92,0,0.12,1.04,0.17,0.29,-25.1,-0.3
2016,8.92,30,8.43,7.89,-0.54,-6.4,-0.1,-0.11,-0.64,0.11,0.5,0,-0.03,-0.53,0.2,0.17,-53.4,-0.12
2015,8.72,57,9.28,8.43,-0.85,-9.2,0.54,0.54,1.92,-0.59,-1.34,0,-0.01,1.33,0.21,0.2,250,0.62
2014,8.64,28,9.7,9.28,-0.42,-4.3,-0.45,-0.47,-3.68,1.69,1.94,0,-0.05,-1.99,0.26,0.21,-130,-0.54
2013,8.16,45,11.2,9.7,-1.5,-13.4,0.23,0.2,-0.31,0.31,0.01,0,0.01,0,0.25,0.26,-30.6,0.24
2012,7.58,64,8.5,11.2,+2.7,+31.8,1.14,1.22,3.24,-1.83,-1.34,0,0.06,1.4,0.19,0.25,674,1.61
2011,7.36,34,11.3,8.5,-2.8,-24.8,0.09,0.07,-1.67,0.09,1.38,0,-0.2,-1.58,0.39,0.19,-89.8,0.1
2010,4.09,36,8.91,11.3,+2.39,+26.8,0.24,0.2,0.11,0.1,-0.06,0,0.16,0.22,0.23,0.39,3.37,0.49
2009,4.07,38,6.57,8.91,+2.34,+35.6,0.36,0.31,1.38,-2.07,0.86,0,0.17,-0.69,0.06,0.23,42.2,0.76
2008,4.1,40,3.46,6.57,+3.11,+89.9,0.25,0.27,0.7,0.08,-0.89,0,-0.11,0.78,0.17,0.06,28.4,0.65
2007,6.47,36,3.39,3.46,+0.07,+2.1,0.48,0.45,0.47,-0.25,-0.23,0,-0.01,0.22,0.18,0.17,10.7,0.7
2006,3.51,17,3.01,3.39,+0.38,+12.6,-0.63,-0.63,-0.38,-0.12,0.48,0,-0.01,-0.49,0.19,0.18,-6.1,-1.8
2005,7.72,15,4.06,3.01,-1.05,-25.9,-3.85,-4.22,0.56,0.23,-0.74,0.01,0.06,0.79,0.13,0.19,10.3,-5.46
2004,7.72,15,9.8,4.06,-5.74,-58.6,-1.01,-1.07,-0.55,0.51,0.02,0,-0.02,-0.04,0.15,0.13,-9.48,-1.38
2003,7.73,30,4.33,9.8,+5.47,+126.3,0.34,0.26,1.62,1.61,-2.7,-0.54,-0.01,3.23,0.16,0.15,25.9,0.33
2002,,-,8.35,4.33,-4.02,-48.1,,,,,,,,,,,-,
2001,,-,3.5,8.35,+4.85,+138.6,,,,,,,,,,,-,
2000,,-,3.7,3.5,-0.2,-5.4,,,,,,,,,,,-,
1999,,-,10.5,3.7,-6.8,-64.8,,,,,,,,,,,-,
1998,,-,16.3,10.5,-5.8,-35.6,,,,,,,,,,,-,
1997,,-,15.9,16.3,+0.4,+2.5,,,,,,,,,,,-,
1996,,-,17.8,15.9,-1.9,-10.7,,,,,,,,,,,-,
1995,,-,31.9,17.8,-14.1,-44.2,,,,,,,,,,,-,
1994,,-,56,31.9,-24.1,-43,,,,,,,,,,,-,
1993,,-,37.4,56,+18.6,+49.7,,,,,,,,,,,-,
