18Q1,36,68,13.1,15.75,+2.65,+20.2,2.07,1.23,1.68,-2.57,0.67,-0.06,-0.28,-0.89,4.89,4.61,66,0.34
2017,37.3,57,10,13.1,+3.1,+31,8.98,4.92,5.88,-0.75,-7.18,-0.52,-2.57,5.13,7.46,4.89,61,1.32
2016,38.3,47,10.05,10,-0.05,-0.5,2.09,1.61,6.07,-4.65,-1,0.29,0.71,1.42,6.75,7.46,49,0.42
2015,44.9,40,13.35,10.05,-3.3,-24.7,0.11,0.18,5.06,-0.37,-5.32,0.37,-0.25,4.7,7,6.75,53.5,0.04
2014,42.3,47,11.95,13.35,+1.4,+11.7,4.27,2.84,5.09,-0.16,-7.28,0.51,-1.83,4.93,9.3,7.46,27.7,0.67
2013,42.2,49,10.65,11.95,+1.3,+12.2,3.71,2.75,1.23,0.35,-2.58,0.64,-0.35,1.58,9.64,9.3,9.48,0.65
2012,41.8,51,10.55,10.65,+0.1,+0.9,0.92,0.88,1.6,-2.35,-1.73,0.63,-1.86,-0.75,11.5,9.64,12.5,0.21
2011,43.3,51,10.25,10.55,+0.3,+2.9,0.98,0.74,-0.35,-5.26,6.13,0.35,0.87,-5.6,10.6,11.5,-4.7,0.17
2010,40.9,43,10.5,10.25,-0.25,-2.4,0,-0.16,1.19,-10.6,6.66,-0.74,-3.51,-9.43,14.1,10.6,41,-0.04
2009,41.5,55,8.01,10.5,+2.49,+31.1,1.81,1.08,3.21,-10.1,0.48,0.01,-6.42,-6.91,20.6,14.1,84,0.26
2008,42.9,57,10.85,8.01,-2.84,-26.2,2.02,1.89,1.71,2.06,1.87,0.11,5.75,3.77,14.8,20.6,48.9,0.44
2007,43,62,13,10.85,-2.15,-16.5,3.76,2.5,3.48,-0.22,-2.88,0.02,0.4,3.26,14.4,14.8,78.7,0.58
2006,42.8,70,9.13,13,+3.87,+42.4,5.72,6.42,7.1,1.87,-2.79,0.2,6.38,8.97,8.04,14.4,136,1.5
2005,43,64,10.7,9.13,-1.57,-14.7,4.89,3.44,7.1,-2.06,-2.49,0,2.55,5.04,5.49,8.04,132,0.8
2004,43.1,53,9.7,10.7,+1,+10.3,3.81,2.8,-0.05,4.45,-1.47,0,2.92,4.39,1.21,4.13,-1.03,0.65
2003,41.7,55,9.25,9.7,+0.45,+4.9,2.79,2.04,0.99,-2.19,-2.13,0,-3.33,-1.2,4.55,1.21,20.8,0.49
2002,42.2,60,10.15,9.25,-0.9,-8.9,4.61,4.17,-0.5,2.34,-0.22,0,1.63,1.84,2.92,4.55,-8.52,0.99
2001,43.9,47,11,10.15,-0.85,-7.7,0.18,0.31,1.21,-1.7,-1.35,0,-1.85,-0.49,4.76,2.92,21.7,0.07
2000,42.4,53,12.4,11,-1.4,-11.3,2.16,1.61,5.15,-3.74,-2.71,0,-1.3,1.4,6.07,4.76,78.2,0.38
1999,42.1,55,19.2,12.4,-6.8,-35.4,3.59,2.86,4.09,-3.1,-2.69,0,-1.7,0.98,8.8,7.1,54.5,0.68
1998,42.2,55,35,19.2,-15.8,-45.1,3.99,2.87,5.47,0.39,-2.36,0,3.49,5.86,5.31,8.8,66.5,0.68
1997,40.2,57,42.7,35,-7.7,-18,5.12,4.78,5.84,-5.46,-2.53,0,-2.15,0.39,7.46,5.31,64.2,1.19
1996,37.9,66,34.29,42.7,+8.41,+24.5,6.76,5.3,5.14,-5.31,-5.84,0,-6.01,-0.17,13.5,7.46,59.1,1.4
1995,37.7,70,33.5,34.29,+0.79,+2.4,6.94,5.28,8.08,-0.93,-4.81,0,2.34,7.15,11.1,13.5,82,1.4
1994,,-,47.5,33.5,-14,-29.5,,,,,,,,,,,-,
1993,,-,47.9,47.5,-0.4,-0.8,,,,,,,,,,,-,
1992,,-,65.5,47.9,-17.6,-26.9,,,,,,,,,,,-,
1991,,-,64,65.5,+1.5,+2.3,,,,,,,,,,,-,
