18Q1,65.2,45,10.6,14.95,+4.35,+41,0.62,0.13,1.75,0.22,-5.23,-1.58,-4.83,1.98,37.1,32.2,10.4,0.02
2017,64.5,36,10.75,10.6,-0.15,-1.4,-1.25,-1.93,0.34,0.21,-2.84,-3.8,-6.08,0.55,43.1,37.1,0.45,-0.3
2016,63.6,36,10.3,10.75,+0.45,+4.4,-7.89,-9.54,6.91,0.13,-2.76,-0.31,3.97,7.04,39.2,43.1,7.57,-1.5
2015,64.5,32,18.6,10.3,-8.3,-44.6,-20.9,-18.7,6.24,1.69,-0.49,-4.4,3.04,7.93,36.1,39.2,7.24,-2.9
2014,61.5,36,18.05,18.6,+0.55,+3,1.43,0.62,-9.04,-2.07,10.7,1.67,1.21,-11.1,34.9,36.1,-7.78,0.1
2013,61.1,38,18.35,18.05,-0.3,-1.6,7.46,6.48,-0.43,2.7,-10.7,0.83,-7.55,2.28,40.3,32.8,-0.46,1.06
2012,63.3,43,20.45,18.35,-2.1,-10.3,11,7.79,10.6,0.04,-18.6,-4.93,-12.9,10.6,53.2,40.3,11.7,1.23
2011,63.8,45,30,20.45,-9.55,-31.8,11.8,9.7,11.5,-3.71,-11.1,3.58,0.23,7.75,53,53.2,9.68,1.52
2010,64.6,45,33.7,30,-3.7,-11,15.1,12.2,5.25,-1.67,3.1,-9.29,-2.61,3.58,55.6,53,6.08,1.89
2009,64.8,47,22.95,33.7,+10.75,+46.8,7.35,5.12,37.3,-4.14,-3.18,-0.38,29.6,33.2,26,55.6,39.6,0.79
2008,56.6,40,57.3,22.95,-34.35,-59.9,14.3,12,3.19,-0.42,-21.1,-2.77,-21.1,2.77,47,26,3.49,2.12
2007,66.4,53,42.7,57.3,+14.6,+34.2,37.9,33.4,23.9,6.91,-16.1,-29.6,-14.9,30.8,61,46.1,20.7,5.03
2006,66.5,51,37.6,42.7,+5.1,+13.6,37.4,25.2,32.9,1.3,3.67,0.83,38.7,34.2,22.3,61,30.1,3.79
2005,59.7,47,37,37.6,+0.6,+1.6,26.6,16.4,20.4,15.7,-52.8,0.8,-16,36,38.3,22.3,20.8,2.74
2004,54,49,45.3,37,-8.3,-18.3,32.2,26,9.14,-2.16,0.83,-0.3,7.52,6.98,30.7,38.3,7.46,4.82
2003,50,47,29,45.3,+16.3,+56.2,15.5,13.7,21.3,-12.6,0.5,1.46,10.7,8.73,20.1,30.7,16.9,2.75
2002,51.4,45,58,29,-29,-50,9.95,8.68,5.66,-17,-0.58,0.33,-11.6,-11.4,31.7,20.1,9.6,1.69
2001,44.4,51,29.1,58,+28.9,+99.3,10.2,9.55,22.2,-22.8,6.38,0.9,6.66,-0.61,25,31.7,45.7,2.15
2000,,-,68,29.1,-38.9,-57.2,,,,,,,,,,,-,
1999,,-,75.5,68,-7.5,-9.9,,,,,,,,,,,-,
1998,26.4,-,66,75.5,+9.5,+14.4,,5.47,-0.89,-5.61,18.8,-0.24,12.1,-6.5,6.63,18.7,-,2.07
1997,17.2,47,68,66,-2,-2.9,5.02,5.06,1.38,-8.2,7.41,0.36,0.95,-6.82,4.94,5.89,8.48,2.94
1996,13.5,49,53,68,+15,+28.3,3.71,3.6,5.97,-2.75,-0.67,0.01,2.55,3.21,2.39,4.94,50.6,2.67
1995,9.58,45,85.5,53,-32.5,-38,3.22,3.1,-3.67,-3.76,7.63,0.06,0.26,-7.43,2.19,2.45,-37.9,3.24
1994,,-,80,85.5,+5.5,+6.9,,,,,,,,,,,-,
