18Q1,19.4,74,17.55,20.05,+2.5,+14.2,1.08,0.85,2.63,0.73,-1.06,-0.17,2.14,3.37,5.99,8.13,171,0.44
2017,19.4,64,16.55,17.55,+1,+6,3.53,3.11,1.78,0.53,-1.99,-0.2,0.11,2.31,5.88,5.99,26.1,1.6
2016,19.7,64,12.2,16.55,+4.35,+35.7,4.77,4.31,0.14,4.76,-2.21,-0.48,2.21,4.91,3.67,5.88,0.58,2.19
2015,19.8,40,20.7,12.2,-8.5,-41.1,0.57,0.51,2.87,-4.84,-0.6,-0.07,-2.65,-1.98,6.32,3.67,63.1,0.26
2014,20.3,45,19.95,20.7,+0.75,+3.8,2.37,2.15,2.76,1.8,-2.55,0.26,2.27,4.56,4.05,6.32,56.7,1.06
2013,20.4,21,15.5,19.95,+4.45,+28.7,-5.19,-5.79,2.47,-0.31,-2.62,0.2,-0.26,2.16,4.31,4.05,17.5,-2.84
2012,18.7,36,13.8,15.5,+1.7,+12.3,0.19,0.11,2.67,0.18,-1,-0.09,1.77,2.85,2.76,4.52,33.3,0.06
2011,20.5,26,27.2,13.8,-13.4,-49.3,-1.38,-1.27,4.43,-4.09,-0.18,0.2,0.36,0.34,2.4,2.76,50,-0.62
2010,20.4,38,22.65,27.2,+4.55,+20.1,2,1.59,4.26,-26.6,22.6,-0.04,0.28,-22.3,2.11,2.4,63.1,0.78
2009,20.7,38,7.94,22.65,+14.71,+185.3,0.77,0.46,4.49,-1.22,-4.21,-0.01,-0.95,3.27,3.06,2.11,50.9,0.22
2008,20.3,30,17.4,7.94,-9.46,-54.4,-2.17,-2.52,5.27,-3.47,-1.32,-0.18,0.3,1.8,2.76,3.06,63.2,-1.24
2007,20.1,38,26.7,17.4,-9.3,-34.8,2.87,2.09,6.1,-3.7,-1.62,-0.37,0.41,2.4,2.35,2.76,49.4,1.04
2006,17.4,45,12.35,26.7,+14.35,+116.2,3.1,3.35,4.48,-8.54,4.47,-0.17,0.23,-4.07,2.12,2.35,37.3,1.93
2005,15.5,23,12.55,12.35,-0.2,-1.6,-3.88,-3.86,1.85,-14.8,8.71,2.61,-1.65,-13,3.77,2.12,15.2,-2.49
2004,15.6,38,15.7,12.55,-3.15,-20.1,1.57,1.54,1.75,-5.48,6.53,-0.01,2.79,-3.73,0.98,3.77,14.6,0.99
2003,15.6,26,7,15.7,+8.7,+124.3,-2.72,-2.12,0.53,-3.6,3.34,-0.01,0.26,-3.07,0.73,0.98,4.17,-1.36
2002,15.6,34,6.2,7,+0.8,+12.9,0.43,0.63,0.82,-5.37,4.92,-0.02,0.34,-4.56,0.37,0.72,8.97,0.4
2001,,-,6,6.2,+0.2,+3.3,,,,,,,,,,,-,
2000,,-,11.7,6,-5.7,-48.7,,,,,,,,,,,-,
1999,,-,22.8,11.7,-11.1,-48.7,,,,,,,,,,,-,
1998,13.6,-,51.5,22.8,-28.7,-55.7,,-0.01,-0.08,-2.03,1.52,-0.03,-0.63,-2.12,1.14,0.51,-,-0.01
1997,14.5,-,45,51.5,+6.5,+14.4,,1.13,0.55,-0.76,0.38,0.03,0.19,-0.21,0.94,1.14,-,0.78
1996,12.9,43,39.6,45,+5.4,+13.6,0.58,0.5,1,-1.73,0.37,0,-0.36,-0.73,1.31,0.94,59.4,0.39
1995,11.8,43,62.5,39.6,-22.9,-36.6,0.15,0.48,0.49,1.69,-2.32,0.02,-0.12,2.18,1.42,1.31,40.7,0.41
1994,,-,129.5,62.5,-67,-51.7,,,,,,,,,,,-,
1993,,-,47.3,129.5,+82.2,+173.8,,,,,,,,,,,-,
1992,,-,76,47.3,-28.7,-37.8,,,,,,,,,,,-,
1991,,-,71.5,76,+4.5,+6.3,,,,,,,,,,,-,
