18Q1,10,45,33.5,30.8,-2.7,-8.1,0.65,0.41,-2.09,-1.08,2.74,0,-0.44,-3.18,6.13,5.69,-27,0.41
2017,9.89,34,53.4,33.5,-19.9,-37.3,3.67,2.72,2.65,-7.55,3.99,0.16,-0.74,-4.9,6.88,6.13,10.7,2.75
2016,9.91,43,29.2,53.4,+24.2,+82.9,5.72,4.35,7.84,-3.59,-2.24,-0.84,1.17,4.25,5.71,6.88,21.9,4.39
2015,10,32,30,29.2,-0.8,-2.7,2.96,1.91,5.95,-11.5,6.18,-0.38,0.29,-5.5,5.42,5.71,16.9,1.91
2014,9.18,36,38,30,-8,-21.1,2.52,1.68,4.64,-6.51,1.51,0.28,-0.09,-1.87,5.5,5.42,19.3,1.83
