18Q1,14.1,38,24.55,24.7,+0.15,+0.6,0.64,0.53,-3.4,-3.13,6,-0.17,-0.69,-6.52,3.87,3.18,-36.2,0.38
2017,13.5,34,22.3,24.55,+2.25,+10.1,2.32,2.09,1.97,-3.78,3.31,-0.29,1.22,-1.8,2.65,3.87,5.94,1.55
2016,11.9,36,17.5,22.3,+4.8,+27.4,3.26,2.81,1.65,-9.29,9.06,-0.13,1.29,-7.64,1.37,2.65,5.75,2.36
2015,11.1,32,-,-,-,-,1.02,0.61,5.32,2.36,-8.02,-0.01,-0.36,7.68,1.72,1.37,30.7,0.55
