18Q1,26.8,49,12.55,10.6,-1.95,-15.5,-1.37,-1.37,2.8,-0.39,0,0.37,2.78,2.41,20.1,22.9,280,-0.51
2017,26.8,57,17.5,12.55,-4.95,-28.3,2.62,1.82,7.3,-10.1,-0.61,-0.26,-3.7,-2.83,23.8,20.1,88.6,0.68
2016,26.6,57,18.1,17.5,-0.6,-3.3,6.16,4.06,12,-2.89,0.83,-1.66,8.29,9.11,15.5,23.8,102,1.53
2015,26,55,36.4,18.1,-18.3,-50.3,5.76,3.9,2.38,-2.76,-7.44,-0.31,-8.12,-0.37,23.7,15.5,25,1.5
2014,25,72,95.5,36.4,-59.1,-61.9,15.3,11.3,17.2,-17.3,-12,1.19,-10.9,-0.1,34.6,23.7,117,4.54
2013,20,66,84,95.5,+11.5,+13.7,19.1,12.9,14.5,-1.75,-6.67,1.53,7.64,12.8,26.9,34.6,51.5,6.44
2012,16.2,80,60.5,84,+23.5,+38.8,20.3,15,8.99,-14.6,25.9,-0.55,19.7,-5.63,17.7,37.4,49.2,9.25
2011,12.8,80,95,60.5,-34.5,-36.3,16.3,12,12.4,-19.8,13.6,1.67,7.86,-7.37,9.79,17.7,118,9.36
2010,12,82,-,-,-,-,13.3,9.87,9.83,0.35,0.16,-0.54,9.79,10.2,0,9.79,154,8.21
