18Q1,11,53,16.7,14.5,-2.2,-13.2,0.38,0.29,1.54,-0.38,-0.85,0,0.32,1.17,0.51,0.82,59.4,0.26
2017,11,36,13.1,16.7,+3.6,+27.5,1.1,0.92,1.06,-1.93,0.73,-0.01,-0.14,-0.87,0.65,0.51,9.61,0.84
2016,11.1,40,14.85,13.1,-1.75,-11.8,1.19,0.98,1.33,-2.26,0.72,-0.03,-0.23,-0.92,0.88,0.65,14.4,0.88
2015,11,38,19.15,14.85,-4.3,-22.5,1.14,0.99,3.25,-2.38,-0.55,0,0.32,0.87,0.55,0.88,42.6,0.9
2014,10.5,40,17.05,19.15,+2.1,+12.3,1.33,1.1,0.55,-1.82,1.36,0.01,0.1,-1.26,0.45,0.55,6.96,1.05
2013,10,40,18.4,17.05,-1.35,-7.3,1.32,1.09,2.99,-1.69,-1.31,-0.01,-0.02,1.3,0.47,0.45,52.2,1.09
2012,9.32,34,17.65,18.4,+0.75,+4.2,1.38,1.13,2.46,-0.75,-1.69,0,0.03,1.71,0.48,0.5,35.4,1.21
2011,8.59,34,28.4,17.65,-10.75,-37.9,1.38,1.24,1.03,-1.74,0.71,-0.01,0,-0.71,0.48,0.48,12.4,1.44
2010,7.79,32,23.55,28.4,+4.85,+20.6,1.54,1.28,0.71,-3.03,2.42,0.01,0.11,-2.32,0.37,0.48,9.96,1.64
2009,7.46,40,13.4,23.55,+10.15,+75.7,0.78,0.57,2.7,-1.32,-1.87,-0.02,-0.51,1.38,0.88,0.37,87,0.77
2008,6.99,43,12.5,13.4,+0.9,+7.2,1.39,1.08,0.8,-0.73,0.45,0.01,0.53,0.07,0.35,0.88,15.1,1.54
2007,6.78,32,10,12.5,+2.5,+25,0.4,0.35,0.5,-1.42,0.94,0,0.02,-0.92,0.33,0.35,11.3,0.51
2006,6.66,34,10.25,10,-0.25,-2.4,0.44,0.38,1.08,-1.01,-0.02,0,0.05,0.07,0.28,0.33,36.4,0.57
2005,6.21,34,11.7,10.25,-1.45,-12.4,0.69,0.58,0.42,-0.8,0.44,0,0.05,-0.38,0.23,0.28,12.6,0.93
2004,,-,9.45,11.7,+2.25,+23.8,,,,,,,,,,,-,
2003,,-,7.95,9.45,+1.5,+18.9,,,,,,,,,,,-,
2002,,-,6.85,7.95,+1.1,+16.1,,,,,,,,,,,-,
2001,,-,10.3,6.85,-3.45,-33.5,,,,,,,,,,,-,
2000,,-,12.3,10.3,-2,-16.3,,,,,,,,,,,-,
1999,,-,19.2,12.3,-6.9,-35.9,,,,,,,,,,,-,
