18Q1,7.26,70,45,40.1,-4.9,-10.9,0.84,0.56,0.56,-0.52,-0.21,-0.2,-0.37,0.04,2.87,2.5,84.5,0.78
2017,7.25,57,37.4,45,+7.6,+20.3,3.42,2.6,1.82,-1.12,-1.1,-0.53,-0.94,0.7,3.81,2.87,47.3,3.58
2016,7.27,59,40.7,37.4,-3.3,-8.1,3.39,2.47,2.58,-0.31,-1.4,-0.01,0.86,2.27,2.95,3.81,76.4,3.4
2015,7.27,64,33,40.7,+7.7,+23.3,3.22,2.31,2.79,-1.84,-1.41,0.01,-0.44,0.95,3.39,2.95,104,3.18
2014,7.26,59,41.8,33,-8.8,-21.1,2.4,1.82,1.37,-1.31,-1.21,0.16,-0.99,0.06,4.38,3.39,57.1,2.51
2013,6.52,59,27,41.8,+14.8,+54.8,2.25,1.66,2.23,-0.33,1.25,0.02,3.17,1.9,1.22,4.38,83.9,2.54
2012,6.44,48,-,-,-,-,1.54,1.2,2.15,-1.14,-1.07,-0.06,-0.12,1.01,1.33,1.22,87.4,1.87
2011,6.44,52,-,-,-,-,1.62,1.15,0.23,-1.88,-0.17,-0.02,-1.85,-1.65,3.19,1.33,10.3,1.79
2010,5.57,60,-,-,-,-,1.76,1.35,1.65,-0.79,1.91,-0.54,2.23,0.86,0.96,3.19,85.4,2.42
