18Q1,8.2,53,45.3,38,-7.3,-16.1,0.44,0.29,0.42,-0.98,0.54,0.17,0.14,-0.57,9.27,9.41,19.5,0.36
2017,8.18,60,55.4,45.3,-10.1,-18.2,3.96,2.74,2.44,-2.15,0.23,-0.06,0.46,0.3,8.81,9.27,26.7,3.35
2016,7.46,60,41.4,55.4,+14,+33.8,4.35,3.18,3.84,-2.74,-1.56,-0.64,-1.1,1.1,9.91,8.81,69.3,4.27
2015,7.36,57,62.5,41.4,-21.1,-33.8,3.18,2.47,4.36,-1.93,-0.21,-0.01,2.22,2.44,7.7,9.91,98.1,3.35
2014,7.09,55,45.25,62.5,+17.25,+38.1,2.98,2.31,1.33,-3.07,1.5,0.18,-0.06,-1.74,5.06,5,17.6,3.25
2013,6.04,45,23.8,45.25,+21.45,+90.1,1.62,1.07,1.58,-2.09,1.05,0.25,0.79,-0.51,4.27,5.06,21.8,1.77
2012,6,45,-,-,-,-,1.38,0.92,1.06,-1.02,-0.59,-0.19,-0.74,0.04,5.1,4.37,17,1.54
2011,6.01,49,-,-,-,-,1.46,1.03,2.83,-1.02,-0.28,0.16,1.68,1.81,3.42,5.1,41.2,1.72
