18Q1,11,49,144.5,173.5,+29,+20.1,4.51,3.02,2.2,-5.92,4.32,0.68,1.27,-3.72,11.6,12.9,9.26,2.74
2017,11,43,185,144.5,-40.5,-21.9,17.2,10.7,18.4,-32.1,12.9,-0.43,-1.31,-13.7,12.9,11.6,19.7,9.75
2016,10.9,40,147,185,+38,+25.9,17.2,12.5,16.6,-25.7,12.4,2.83,6.08,-9.14,6.87,12.9,19.2,11.48
2015,10,38,-,-,-,-,14.4,11.2,2.28,-8.06,6.79,0.93,1.94,-5.78,4.93,6.87,3.41,11.2
2014,10,43,-,-,-,-,15.5,11.4,3.63,-16.5,3.52,-0.57,-9.91,-12.9,14.8,4.93,5.28,11.42
