2017,116,36,16.45,18.5,-1.75,-9.6,123,25.9,13.4,-1.5,14.4,21.1,10.9,-1.22,10.1,5.31,2.27,1.25,-0.81,19.64
2016,116,38,18.2,14.7,+4.8,+35.8,187,45.1,34,-0.69,30.2,24.1,18.2,-0.37,15.2,11.4,4.84,2.06,+0.66,19.82
2015,166,47,13.4,15.8,-3.55,-20.9,98.5,34.8,24,0.41,23.3,35.3,24.3,0.42,22.3,8.48,3.69,1.4,-0.38,15.25
2014,166,55,16.95,17.2,-1.85,-9.8,98.9,43.2,30,1.5,29.5,43.7,30.3,1.52,28.9,11.4,5.32,1.78,+0.76,14.97
2013,166,43,18.8,19.1,+4.75,+33.8,81.4,25.9,14.8,1.89,16.9,31.8,18.2,2.32,19.5,6.78,3.37,1.02,0,14.16
2012,166,53,14.05,13,+3.7,+35.7,80.4,26.5,16.4,1.01,16.9,33,20.4,1.25,20.5,7.47,4.18,1.02,-0.85,13.19
2011,166,66,10.35,14,-8.05,-43.8,74.8,36.6,29.9,1.52,31,49,39.9,2.03,41.5,14.7,9.5,1.87,+1.26,13.08
2010,166,51,18.4,14.5,+5.2,+39.4,44.2,14.8,9.77,0.61,10.1,33.5,22.1,1.38,22.8,4.94,3.48,0.61,+0.27,12.38
2009,166,47,13.2,11.9,+5.95,+82.1,51.8,10.3,6.05,0.41,5.63,19.8,11.7,0.79,10.9,2.91,2,0.34,+0.12,12.21
2008,166,40,7.25,15.8,-7.85,-52,41,10.3,3.56,-0.18,3.63,25.2,8.68,-0.44,8.87,1.87,1.2,0.22,-0.32,11.13
2007,166,43,15.1,18.2,-8.3,-35.5,68.5,15.3,5.98,3.29,8.91,22.3,8.74,4.81,13,4.27,2.92,0.54,-0.18,12.33
2006,166,51,23.4,19.9,+8.9,+61.4,45.9,14.6,8.24,1.64,12,31.9,18,3.58,21.7,4.98,3.96,0.72,+0.63,12.86
2005,166,47,14.5,14.6,-5.1,-26,12.7,3.34,-0.84,2.67,1.44,26.3,-6.57,21,11.3,0.77,0.69,0.09,+0.05,11.29
2004,166,-,19.6,17.7,+6.9,+54.3,-,-,-,-,0.61,-,-,-,-,-,-,0.04,-0.13,11.22
2003,166,-,12.7,10.3,+5.15,+68.2,-,-,-,-,2.81,-,-,-,-,-,-,0.17,+0.6,11.35
2002,157,-,7.55,8.36,-0.8,-9.6,-,-,-,-,-6.74,-,-,-,-,-,-,-0.43,-0.22,11.8
2001,157,-,8.35,7.86,+0.95,+12.8,-,-,-,-,-3.23,-,-,-,-,-,-,-0.21,-0.74,12.25
2000,168,-,7.4,10,-3.05,-29.2,-,-,-,-,8.87,-,-,-,-,-,-,0.53,+0.03,12.37
1999,168,-,10.45,16,-9.44,-47.5,-,-,-,-,8.44,-,-,-,-,-,-,0.5,-0.5,12.6
1998,160,-,19.89,25.9,-17.31,-46.5,-,-,-,-,15.9,-,-,-,-,-,-,1,-0.66,13.22
1997,152,-,37.2,44.2,-9.5,-20.3,-,-,-,-,25.2,-,-,-,-,-,-,1.66,+0.39,13.87
1996,143,-,46.7,43.9,+12.3,+35.8,-,-,-,-,18.2,-,-,-,-,-,-,1.27,+0.32,13.96
1995,130,-,34.4,34.6,-10.1,-22.7,-,-,-,-,12.3,-,-,-,-,-,-,0.95,-2.05,15.04
1994,109,-,44.5,49.7,-10.5,-19.1,-,-,-,-,32.6,-,-,-,-,-,-,3,+0.79,17.45
1993,86.7,-,55,47.2,+12.9,+30.6,-,-,-,-,19.2,-,-,-,-,-,-,2.21,-0.47,18.1
1992,72.3,-,42.1,62.4,-32.4,-43.5,-,-,-,-,19.4,-,-,-,-,-,-,2.68,-1.71,20.3
1991,57.8,-,74.5,83.6,+2.5,+3.5,-,-,-,-,25.4,-,-,-,-,-,-,4.39,-6.22,23.58
1990,30.6,-,-,-,-,-,-,-,-,-,32.5,-,-,-,-,-,-,10.61,-,25.99
1989,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1988,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1987,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1986,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1985,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1984,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1983,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
