2017,86.9,40,21.4,21.2,+0.7,+3.4,317,55.4,3.85,1.59,5.09,17.5,1.21,0.5,1.58,3.21,1.31,0.6,+0.97,15.48
2016,88,30,20.7,21.1,-1.3,-5.9,355,55.2,4.23,-4.38,-3.22,15.6,1.19,-1.23,-0.83,-1.67,-0.7,-0.37,-3.85,16.92
2015,88,36,22,24.3,-6.5,-22.8,329,47.4,-4.19,40.2,30.9,14.4,-1.27,12.2,9.11,17.2,7.21,3.48,+3.8,19.39
2014,90,30,28.5,34.6,-20.35,-41.7,365,46.3,-8.43,6.99,-2.79,12.7,-2.31,1.92,-0.96,-2.25,-0.9,-0.32,+0.24,15.89
2013,89.6,26,48.85,33.9,+31.15,+176,326,43.7,-8.98,6.22,-4.74,13.4,-2.75,1.91,-1.58,-3.26,-1.37,-0.56,-0.97,15.41
2012,89.6,47,17.7,18.7,+1.25,+7.6,344,75.6,1.71,4.97,3.57,22,0.5,1.44,1.25,2.55,1.12,0.41,-1.01,16.25
2011,89.6,47,16.45,17.6,-2.05,-11.1,368,85.1,11.9,5.76,12.4,23.1,3.23,1.57,3.92,8.81,3.79,1.42,+0.58,16.8
2010,84.6,49,18.5,14.4,+4.7,+34.1,318,76.8,5.82,6.82,6.92,24.1,1.83,2.14,3.1,6.21,2.68,0.84,+0.66,16.14
2009,84.6,49,13.8,11.9,+7.64,+124,303,59.3,1.47,4.6,1.45,19.6,0.49,1.52,1.21,2.26,1,0.18,+0.14,16.6
2008,84.6,45,6.16,14.2,-11.74,-65.6,330,72,0.73,2.17,0.35,21.8,0.22,0.66,0.36,0.72,0.32,0.04,-1.17,17.25
2007,80.5,47,17.9,22.3,-5.4,-23.2,341,79.1,5.98,9.26,9.46,23.2,1.75,2.71,3.08,6.81,2.86,1.21,+0.01,18.48
2006,80.5,47,23.3,16.4,+11,+89.4,351,87.2,7.87,4.07,9.09,24.8,2.24,1.16,2.77,7.15,2.87,1.2,-0.8,17.04
2005,80.5,45,12.3,13,-1.6,-11.5,357,98.6,12.2,-1.06,15,27.6,3.4,-0.3,4.38,12.6,5.03,2,+0.05,16.9
2004,80.5,49,13.9,12.3,+6.35,+84.1,304,86.7,16.1,1.77,15.1,28.5,5.31,0.58,4.96,13.9,5.02,1.95,+1.25,15.06
2003,80.5,45,7.55,6.71,+0.9,+13.5,229,67.3,13,-4.25,5.56,29.4,5.68,-1.85,2.43,5.54,1.88,0.7,+1.88,13.12
2002,80.5,34,6.65,5.83,+1.55,+30.4,236,58.5,-1.3,-11.9,-9.48,24.8,-0.55,-5.03,-4.01,-9.62,-3.3,-1.18,-1.06,12.63
2001,80.5,-,5.1,7.41,-8.2,-61.7,-,-,-,-,-1.04,-,-,-,-,-,-,-0.12,-0.37,14.21
2000,79,-,13.3,16.8,-9.6,-41.9,-,-,-,-,2,-,-,-,-,-,-,0.25,-1.09,15.07
1999,77.6,-,24.7,29.1,-11.3,-31.4,-,-,-,-,10.4,-,-,-,-,-,-,1.34,-0.11,15.71
1998,74.6,-,36,46.5,-25,-41,-,-,-,-,10.8,-,-,-,-,-,-,1.45,-0.12,16.25
1997,69.4,-,61,64.1,-0.5,-0.8,-,-,-,-,10.9,-,-,-,-,-,-,1.57,-0.32,16.93
1996,69.4,-,61.5,50.7,+22,+55.7,-,-,-,-,13.1,-,-,-,-,-,-,1.89,-0.25,17.03
1995,69.4,-,-,-,-,-,-,-,-,-,14.9,-,-,-,-,-,-,2.14,-0.37,17.02
1994,56.9,-,-,-,-,-,-,-,-,-,14.3,-,-,-,-,-,-,2.51,-,18.69
1993,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1992,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
