12Q2,3.55,31,3.69,3.79,-0.56,-13.2,20.1,4.84,-0.03,0.09,-0.01,24.1,-0.16,0.46,-,-0.02(年估),-0.01(年估),0,+0.42,-
2011,3.58,16,4.25,7.61,-7.75,-64.6,41.2,-22.2,-41.6,-13.8,-54.7,-53.9,-101,-33.6,-133,-50.6,-37.2,-5.8,-6.27,-
2010,3.56,47,12,13.3,-4.05,-25.2,64.6,22,2.75,1.47,4.29,34,4.26,2.28,6.38,3.09,2.4,0.47,-0.22,-
2009,3.77,53,16.05,15.7,+3.15,+24.4,45.9,15.8,2.57,3.01,5.72,34.4,5.61,6.56,12.4,4.74,3.84,0.69,-0.2,-
2008,3.22,53,-,-,-,-,68.5,22.4,4.53,2.22,6.82,32.7,6.62,3.25,-,6.4,5.15,0.89,-,-
