2017,337,36,17.6,14.1,+5.75,+48.5,1678,120,79,15,65.6,7.15,4.71,0.89,3.99,9.73,5.48,1.97,+0.64,21.2
2016,340,34,11.85,9.67,+4.51,+61.4,1434,95.6,53.2,8.52,45.7,6.67,3.71,0.59,3.38,7.51,4.42,1.33,+0.88,19.05
2015,358,36,7.34,8.14,-2.62,-26.3,1493,58.1,19.6,5.08,16,3.89,1.31,0.34,1.16,2.68,1.62,0.45,-0.19,17.59
2014,358,36,9.96,10,+0.4,+4.2,1630,75.6,35,1.58,22.6,4.64,2.15,0.1,1.56,3.97,2.28,0.64,+1.41,17.91
2013,358,30,9.56,9.12,-0.36,-3.6,1486,46.3,0.45,-23.6,-26.9,3.12,0.03,-1.59,-1.64,-3.91,-2.19,-0.77,+0.17,16.77
2012,362,28,9.92,9.2,+1.2,+13.8,1574,75.3,22.8,-41.9,-33.3,4.79,1.45,-2.66,-2.07,-5.17,-2.78,-0.94,+0.26,16.65
2011,362,28,8.72,13.1,-9.78,-52.9,1899,53.3,-5.26,-33,-42.7,2.81,-0.28,-1.74,-2.21,-6.38,-3.31,-1.2,-2.75,17.57
2010,361,34,18.5,14.5,+6.55,+54.8,1902,86.6,35.5,23.9,47.8,4.55,1.86,1.25,2.61,8,4.25,1.55,+1.08,18.5
2009,307,34,11.95,9.56,+5.59,+87.9,1330,96.8,54.5,-26.3,14.4,7.28,4.1,-1.98,1.59,3.82,2.08,0.47,+2.04,18.38
2008,321,34,6.36,11.4,-7.04,-52.5,1572,26.7,-12.3,-47.7,-50,1.7,-0.78,-3.03,-3.47,-9.14,-5.02,-1.57,-2.08,16.72
2007,324,38,13.4,16.5,-4,-23,1645,62.9,25.9,-2.07,16.4,3.83,1.57,-0.13,0.99,2.49,1.46,0.51,-2.16,19.81
2006,324,51,17.4,13.7,+6.4,+58.2,1234,101,68.8,26.1,85,8.21,5.58,2.11,7.36,15.1,9.73,2.67,+2.2,19.92
2005,331,40,11,12.5,-6.3,-36.4,751,52.9,28.2,-9.09,15.6,7.04,3.76,-1.21,2.18,2.87,2.02,0.47,-2.16,16.52
2004,308,55,17.3,15.9,+6.8,+64.8,665,77.2,53.2,26.2,78.5,11.6,8,3.94,11.8,14.2,9.62,2.63,+2.53,19.03
2003,327,45,10.5,9.46,+1.6,+18,432,45.8,18.5,-15.4,3.09,10.6,4.28,-3.57,0.72,0.59,0.38,0.1,-0.21,15.75
2002,351,45,8.9,8.92,+0.15,+1.7,384,60.7,28.1,-19.3,10.2,15.8,7.31,-5.04,2.66,1.95,1.23,0.31,+0.92,15
2001,361,36,8.75,10.8,-5.7,-39.4,381,57.6,25.9,-41,-21.5,15.1,6.8,-10.8,-5.65,-4.01,-2.4,-0.61,-3.01,14.82
2000,316,49,14.45,22.2,-5.15,-26.3,377,45.4,16,61,75,12,4.25,16.2,19.9,14.6,8.17,2.4,+1.39,18.27
1999,302,38,19.6,14.6,+5.3,+37.1,297,36.6,11.1,16.4,24.3,12.3,3.75,5.52,8.2,5.17,2.7,1.01,+0.61,16.36
1998,235,-,14.3,18.4,-5.59,-28.1,-,-,-,-,9.28,-,-,-,-,-,-,0.4,-0.74,15.61
1997,210,40,19.89,25.1,-1.61,-7.5,288,27.8,12.3,7.85,21.8,9.64,4.28,2.72,7.57,7.52,3.7,1.14,+0.71,16.71
1996,168,40,21.5,23.8,-7.2,-25.1,228,16.9,4.54,0.6,7.2,7.38,1.99,0.26,3.15,2.82,1.35,0.43,-2.5,15.99
1995,144,49,28.7,36.2,-14,-32.8,239,15.4,2.8,38,40.1,6.44,1.17,15.9,16.8,15.7,7.84,2.93,+1.01,18.7
1994,120,-,42.7,32.2,+11.4,+36.4,-,-,-,-,23,-,-,-,-,-,-,1.92,+1.02,17.05
1993,103,-,31.3,25.3,+7.4,+31,-,-,-,-,9.26,-,-,-,-,-,-,0.9,+0.26,17.6
1992,93.8,-,23.9,36.1,-17.3,-42,-,-,-,-,6.02,-,-,-,-,-,-,0.64,-1.77,18.84
1991,68.9,-,41.2,45,+10.9,+36,-,-,-,-,16.7,-,-,-,-,-,-,2.42,+1.97,22.21
1990,59.4,-,-,-,-,-,-,-,-,-,2.64,-,-,-,-,-,-,0.44,-,22.97
1989,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1988,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1987,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1986,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1985,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1984,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1983,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
