2017,13.4,45,32.2,32.2,+4.3,+15.4,170,14.9,2.96,3.47,5.42,8.74,1.74,2.04,3.24,14.6,8.04,4.24,+1.15,30.12
2016,12.6,40,27.9,25,+5.3,+23.5,156,14.8,3.73,0.7,3.55,9.5,2.39,0.45,2.34,11.6,5.99,3.09,+1.19,25.84
2015,11.3,38,22.6,23.4,-1.4,-5.8,158,12.4,2.29,0.45,2.12,7.87,1.45,0.28,1.41,7.61,3.84,1.9,-0.12,24.35
2014,11.3,38,24,25.1,-1.2,-4.8,203,12.2,2.29,0.76,2.26,5.99,1.13,0.38,1.17,8.1,4.1,2.02,-0.21,25.18
2013,11.3,38,25.2,24.3,+2.6,+11.5,198,11.9,2.57,0.73,2.49,6.02,1.3,0.37,1.31,9.59,4.92,2.23,-0.22,24.68
2012,11.3,43,22.6,19.9,+4.9,+27.7,189,12,2.74,0.56,2.73,6.32,1.45,0.29,1.51,11.7,6.04,2.45,+0.62,21.68
2011,11.3,38,17.7,18.4,-1.3,-6.8,172,11.5,2.35,0.46,2.03,6.67,1.36,0.27,1.23,9.08,4.83,1.83,-0.31,20.11
2010,11.4,43,19,16.5,+2.95,+18.4,154,11.2,2.43,0.68,2.35,7.29,1.58,0.44,1.61,10.9,5.75,2.14,+0.65,20.36
2009,11.3,36,16.05,13.5,+3.1,+23.9,116,9.87,1.85,0.41,1.53,8.53,1.6,0.35,1.43,7.99,4.26,1.49,+0.22,19.82
2008,10.7,38,12.95,14.9,-2.65,-17,124,9.34,1.32,0.54,1.28,7.55,1.07,0.43,1.1,7.2,3.76,1.27,-0.57,18.68
2007,9.77,38,15.6,16.4,-1,-6,114,9.92,1.87,0.55,1.71,8.71,1.64,0.48,1.64,10.6,5.34,1.84,-0.01,18.8
2006,8.9,36,16.6,13.2,+3.3,+24.8,103,9.46,1.88,0.26,1.47,9.19,1.82,0.25,1.51,10.1,4.78,1.85,+0.18,18.93
2005,8.45,36,13.3,14.7,-2.2,-14.2,88.3,9.01,1.55,0.35,1.35,10.2,1.76,0.39,1.6,9.99,4.56,1.67,-0.46,16.6
2004,7.9,43,15.5,17.1,-1.2,-7.2,66.6,7.87,1.79,0.23,1.5,11.8,2.68,0.34,2.25,11.6,5.72,2.13,+0.1,17.63
2003,7,40,16.7,14.5,+4.7,+39.2,49.2,6.3,1.68,0,1.3,12.8,3.41,0,2.64,11,5.47,2.03,+0.47,16.91
2002,7,-,12,11.3,+1.2,+11.1,-,-,-,-,0.98,-,-,-,-,-,-,1.56,+0.73,15.04
2001,7,-,10.8,10.6,-3.9,-26.5,-,-,-,-,0.57,-,-,-,-,-,-,0.83,-0.1,13.86
2000,7,-,14.7,15.7,-1.1,-7,-,-,-,-,0.65,-,-,-,-,-,-,0.93,+0.64,14.25
1999,6.52,-,15.8,25.3,-12.4,-44,-,-,-,-,0.19,-,-,-,-,-,-,0.29,-0.82,15.12
1998,6.21,39,28.2,34.4,-1.8,-6,14.4,2.37,0.8,0.02,0.62,16.5,5.59,0.13,4.33,7.17,4.76,1.11,-0.26,16.11
1997,4.72,-,30,28.5,+0.7,+2.4,-,-,-,-,0.65,-,-,-,-,-,-,1.37,+0.09,14.86
1996,4.72,-,-,-,-,-,-,-,-,-,0.6,-,-,-,-,-,-,1.28,-0.4,14.5
1995,4.29,-,-,-,-,-,-,-,-,-,0.72,-,-,-,-,-,-,1.67,-,14.56
1994,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1993,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1992,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
