2017,5.26,47,50.6,49.7,+1.3,+2.6,17.5,4.91,2.47,-0.13,1.85,28.1,14.1,-0.73,10.6,12.5,4.82,3.52,-0.68,28.99
2016,5.26,53,49.3,58,-5.9,-10.7,16.4,5.3,2.77,-0.05,2.21,32.4,16.9,-0.3,13.5,16.1,7.23,4.2,-0.33,27.14
2015,5.26,57,55.2,46.2,+4.2,+8.2,15.4,5.29,2.8,-0.04,2.38,34.3,18.2,-0.29,15.4,23.2,10.2,4.53,+5.85,25.1
2014,4.26,34,51,58.8,+13.25,+35.1,13.8,4.68,2.08,-2.25,-0.56,34,15.1,-16.3,-4.05,-7.21,-2.55,-1.32,-3.98,17.24
2013,4.18,53,37.75,40,-4.5,-10.7,10.6,3.31,1.44,-0.05,1.11,31.1,13.6,-0.48,10.4,14.3,5.36,2.66,-1.75,19.44
2012,4.15,53,42.25,42.9,+15.25,+56.5,12.5,4.27,2.45,-0.24,1.81,34.1,19.5,-1.95,14.5,24.8,8.83,4.41,+1.41,17.6
2011,4.08,-,27,24,+5.8,+27.4,-,-,-,-,1.22,-,-,-,-,-,-,3,+0.02,13.43
2010,4.08,-,21.2,14.4,+12.72,+150,-,-,-,-,0.88,-,-,-,-,-,-,2.98,+2.94,10.34
2009,2.38,-,8.48,7.11,+2.76,+48.3,-,-,-,-,0.01,-,-,-,-,-,-,0.04,+3.92,4.07
2008,2.38,26,5.72,5.15,+2.99,+110,7.97,0.99,-0.83,-0.09,-0.92,12.4,-10.4,-1.18,-11.6,-64.9,-5.95,-3.88,-3.07,4.03
2007,23.8,34,2.73,2.97,+0.38,+16.2,7.68,2.14,0.49,-1.67,-1.34,27.8,6.42,-21.7,-17.5,-83.3,-8.26,-0.81,-0.11,0.79
2006,16.4,26,2.35,1.83,+0.5,+27,6.75,1.63,-0.1,-1.07,-1.15,24.2,-1.51,-15.8,-17.3,-60.5,-7.06,-0.7,+1.95,0.83
2005,16.4,23,1.85,2.29,-0.1,-5.1,7.29,1.4,-0.56,-3.14,-3.92,19.2,-7.69,-43.1,-54.1,-157,-23.2,-2.65,+15.13,1.53
2004,11.2,-,1.95,21.4,-23.95,-92.5,-,-,-,-,-19.5,-,-,-,-,-,-,-17.78,-18.4,4.58
2003,10.1,-,25.9,27.8,-3.9,-13.1,-,-,-,-,0.51,-,-,-,-,-,-,0.62,+0.08,21.51
2002,6.99,-,29.8,23.4,-8.7,-22.6,-,-,-,-,0.38,-,-,-,-,-,-,0.54,-0.95,23.56
2001,6.99,-,-,-,-,-,-,-,-,-,0.97,-,-,-,-,-,-,1.49,-0.76,24.28
2000,4.2,-,-,-,-,-,-,-,-,-,0.94,-,-,-,-,-,-,2.25,-,20.58
1999,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
