13Q1,8.04,31,4.36,4.66,+0.11,+2.6,1.17,0.14,-0.26,-0.03,-0.26,12.3,-22.4,-2.71,-,-9.77(年估),-9.23(年估),-0.15,-,-
2012,8.1,44,4.25,7.39,-5.39,-55.9,11.7,2.39,0.51,-0.34,0.1,20.4,4.32,-2.89,0.85,0.88,0.74,0.06,-0.81,-
2011,7.96,56,9.64,12.2,-2.26,-19,16,3.59,1.53,0.24,1.51,22.5,9.57,1.48,9.47,14.2,11.1,0.87,-0.35,-
2010,5.77,66,-,-,-,-,19.3,4.26,2.17,0.42,2.19,22.1,11.3,2.19,11.5,22.7,17.2,1.22,-,-
