2017,111,38,16.3,15.9,+3.35,+25.9,427,75.5,22.7,-4.39,14.4,17.7,5.32,-1.03,3.31,6.3,2.38,1.29,+0.12,17.99
2016,111,40,12.95,11.5,+1.6,+14.1,401,69.7,19.1,-2.12,13,17.4,4.77,-0.53,3.01,5.28,2.05,1.17,+0.11,17.68
2015,111,38,11.35,12.1,-1.6,-12.4,434,71.6,17.8,-4.7,11.7,16.5,4.1,-1.08,1.95,3.67,1.45,1.06,+0.36,17.79
2014,107,38,12.95,13.2,-1.4,-9.8,449,71.8,13.1,-7.08,7.52,16,2.91,-1.58,0.55,1.08,0.43,0.7,-0.42,17.45
2013,107,38,14.35,13.3,+2.05,+16.7,438,66.7,16.5,-2.12,12,15.2,3.78,-0.48,2.55,4.88,1.95,1.12,+0.07,17.32
2012,107,38,12.3,11.6,+1.6,+15,460,79,24.2,-4.88,11.3,17.2,5.26,-1.06,3.21,6.61,2.57,1.05,+0.2,16.95
2011,107,38,10.7,12.9,-3.1,-22.5,439,68.5,16.4,-2.73,9.16,15.6,3.73,-0.62,2.8,5.74,2.34,0.85,-0.67,16.61
2010,103,38,13.8,12.7,+1.15,+9.1,387,67.4,24.7,-1.6,15.7,17.4,6.38,-0.41,5.07,9.55,4.31,1.52,+0.43,16.5
2009,103,38,12.65,9.6,+5.85,+86,304,60,21,-3.2,11.2,19.7,6.91,-1.05,4.94,7.62,3.44,1.09,+1,16.18
2008,104,38,6.8,9.87,-4,-37,342,52.1,14.6,-11.8,0.94,15.2,4.28,-3.45,0.5,0.91,0.4,0.09,-0.48,15.26
2007,107,38,10.8,12.8,-2.3,-17.6,332,47.4,13.6,-3.83,6.05,14.3,4.11,-1.15,3.03,5.41,2.5,0.57,-0.15,15.01
2006,107,36,13.1,10.7,+4.8,+57.8,291,44.8,11.9,-0.59,7.71,15.4,4.1,-0.2,3.46,5.61,2.8,0.72,+0.35,14.82
2005,108,38,8.3,9.79,-4.6,-35.7,257,34.9,5.28,-0.99,4,13.6,2.05,-0.39,1.21,1.76,0.9,0.37,-0.7,14.74
2004,108,-,12.9,12.5,+1.25,+10.7,-,-,-,-,11,-,-,-,-,-,-,1.07,-0.2,14.9
2003,98.4,-,11.65,10.3,+2.35,+25.3,-,-,-,-,12.4,-,-,-,-,-,-,1.27,+0.34,14.51
2002,99,-,9.3,7.33,+4.98,+115,-,-,-,-,9.06,-,-,-,-,-,-,0.93,+0.51,13.57
2001,99,-,4.32,5.84,-3.18,-42.4,-,-,-,-,4.08,-,-,-,-,-,-,0.42,-0.59,12.65
2000,95,-,7.5,11.5,-3.8,-33.6,-,-,-,-,9.56,-,-,-,-,-,-,1.01,-0.12,13.08
1999,86.1,-,11.3,13.8,+0.5,+4.6,-,-,-,-,9.77,-,-,-,-,-,-,1.13,+1.06,13.46
1998,86.1,-,10.8,13.7,-6.2,-36.5,-,-,-,-,0.6,-,-,-,-,-,-,0.07,-0.3,12.36
1997,82,-,17,19,-2.5,-12.8,-,-,-,-,3,-,-,-,-,-,-,0.37,-0.18,12.86
1996,78,-,19.5,20,-2.5,-11.4,-,-,-,-,1.49,-,-,-,-,-,-,0.55,-0.77,13.18
1995,70.7,-,22,30.4,-23.8,-52,-,-,-,-,7.16,-,-,-,-,-,-,1.32,-1.14,13.94
1994,56.9,-,45.8,37.7,+13.9,+43.6,-,-,-,-,14,-,-,-,-,-,-,2.46,+1.24,15.59
1993,51.7,-,31.9,18.8,+16.2,+103,-,-,-,-,6.32,-,-,-,-,-,-,1.22,+1.13,13.49
1992,50.7,-,15.7,23.5,-11.4,-42.1,-,-,-,-,0.48,-,-,-,-,-,-,0.1,-0.21,12.23
1991,46.9,-,27.1,28.2,+6.4,+30.9,-,-,-,-,1.44,-,-,-,-,-,-,0.31,+0.13,13.06
1990,39.9,-,-,-,-,-,-,-,-,-,0.7,-,-,-,-,-,-,0.17,-,13.1
1989,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1988,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1987,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1986,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1985,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1984,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1983,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
