2017,60,47,3.27,3.47,-0.1,-3,7.66,0.73,0.47,0.15,0.61,9.57,6.11,1.99,7.91,13.6,9.48,0.11,+0.28,1.09
2016,30,23,3.37,3.82,-1.1,-24.6,2.5,0.21,-0.04,-0.46,-0.5,8.59,-1.7,-18.5,-20.3,-19.1,-10.1,-0.17,+0.55,0.78
2015,30,21,4.49,4.22,+0.29,+6.9,0.83,0.09,-0.43,-1.73,-2.16,11.1,-51.7,-208,-260,-54.7,-37.6,-0.72,-0.47,0.95
2014,30,28,4.2,3.41,+1.8,+75,1.06,-0.07,-0.46,0.18,-0.66,-6.22,-43.3,16.6,-62.5,-14.1,-10.8,-0.25,+0.08,1.67
2013,25,36,2.4,2.49,+0.63,+35.6,1.26,0.19,-0.61,-0.19,-0.83,15.1,-48.5,-15.2,-66.2,-17.5,-12.8,-0.33,+0.69,1.74
2012,25,28,1.77,2.26,-1.5,-45.9,0.82,-1.81,-2.24,-0.32,-2.56,-219,-271,-38.9,-310,-39.6,-29.7,-1.02,-0.97,2.07
2011,25,23,3.27,4.35,-1.32,-28.8,1.05,-0.65,-1.25,1.14,-0.11,-61.5,-118,108,-10.1,-1.49,-1.04,-0.05,+2.43,3.1
2010,21,19,4.59,6.59,-1.31,-22.2,2.23,-2.81,-5.25,0.42,-4.83,-126,-236,18.9,-217,-61,-38.4,-2.48,-0.91,3.08
2009,16,19,5.9,3.77,+4,+210,3.97,-0.27,-1.49,-1.02,-2.51,-6.91,-37.4,-25.8,-63.3,-23.8,-15.8,-1.57,+0.85,5.81
2008,16,23,1.9,5.58,-7.3,-79.3,4.97,-1.89,-3.44,-0.42,-3.87,-38,-69.3,-8.51,-77.8,-28,-18.9,-2.42,-1.1,7.39
2007,16,23,9.2,11.4,+2.82,+44.2,13.4,0.04,-1.31,-0.49,-1.8,0.31,-9.77,-3.66,-13.4,-14.3,-7.13,-1.32,-1.1,9.88
2006,9.22,21,6.38,5.27,+1.26,+24.6,15.6,1.16,0.34,-0.54,-0.22,7.4,2.19,-3.47,-1.4,-2.31,-0.77,-0.22,-0.5,10.27
2005,8.89,28,5.12,5.32,-0.78,-13.2,21.4,1.41,0.32,-0.07,0.07,6.57,1.51,-0.33,0.34,0.78,0.25,0.28,+0.46,10.6
2004,7.49,-,5.9,8.71,-5.3,-47.3,-,-,-,-,-0.03,-,-,-,-,-,-,-0.18,+0.95,10.88
2003,7.49,-,11.2,9.5,+0.45,+4.2,-,-,-,-,-0.46,-,-,-,-,-,-,-1.13,-1.15,10.95
2002,7.49,-,10.75,10.8,+5.35,+99.1,-,-,-,-,0.05,-,-,-,-,-,-,0.02,-0.31,11.57
2001,7.13,-,5.4,7.09,-4,-42.6,-,-,-,-,0.23,-,-,-,-,-,-,0.33,-0.2,11.93
2000,6.73,-,9.4,14.7,-6,-39,-,-,-,-,0.36,-,-,-,-,-,-,0.53,-1.01,12.49
1999,5.58,-,15.4,19.8,-7.2,-31.9,-,-,-,-,0.69,-,-,-,-,-,-,1.54,+0.13,14.5
1998,3.86,-,22.6,21.8,-0.9,-3.8,-,-,-,-,0.54,-,-,-,-,-,-,1.41,-,13.14
1997,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1996,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1995,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1994,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1993,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1992,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1990,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1989,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
