2017,11.7,51,10.35,10,+1.12,+12.1,11.6,3.27,0.58,-0.23,0.24,28.1,4.99,-1.96,2.1,1.58,1.32,0.21,+0.11,13.16
2016,11.7,52,9.23,9.5,-1.37,-12.9,11,2.53,0.13,0.05,0.12,22.9,1.19,0.48,1.05,0.73,0.63,0.1,-0.26,13.23
2015,11.7,55,10.6,10.5,+0.2,+1.9,11.9,2.48,0.18,0.37,0.41,20.9,1.5,3.11,3.45,2.56,2.2,0.36,-0.1,14
2014,11.7,52,10.4,11.1,+1.42,+15.8,11.9,2.4,0.11,0.47,0.48,20.2,0.91,3.98,4.06,3.29,2.68,0.46,+0.33,14.41
2013,10.3,45,8.98,8.96,+0.27,+3.1,10.6,2.03,-0.21,0.35,0.13,19.1,-1.93,3.31,1.19,0.96,0.74,0.13,+0.02,14.22
2012,10.3,45,8.71,7.89,+1.51,+21,13.4,2.3,0.01,0.17,0.11,17.1,0.11,1.3,0.78,0.8,0.58,0.11,+1.51,13.48
2011,10.8,27,7.2,9.57,-4.3,-37.4,15.4,1.19,-1.62,0,-1.44,7.76,-10.5,0.01,-9.38,-10.3,-7.5,-1.4,-1.14,13.38
2010,11.2,36,11.5,13.4,-2.8,-19.6,15,1.75,-0.36,0.02,-0.27,11.7,-2.38,0.13,-1.81,-1.84,-1.4,-0.26,-0.29,14
2009,11.3,43,14.3,10.3,+6.65,+86.9,12.5,1.85,-0.22,0.25,0.03,14.8,-1.76,1.99,0.26,0.21,0.17,0.03,-0.31,14.67
2008,11.3,41,7.65,14,-12.35,-61.8,18.9,3.1,0.74,-0.19,0.36,16.4,3.9,-1.01,1.91,2.27,1.79,0.34,-1.5,15.15
2007,10.9,49,20,27.1,-7.1,-26.2,21.4,5.46,2.05,0.19,1.87,25.5,9.56,0.9,8.73,11.9,8.62,1.84,-0.38,15.97
2006,9.41,53,27.1,24.6,+4.25,+18.6,20.8,6.25,2.7,0,2,30.1,13,-0.02,9.62,14.4,9.53,2.22,+0.46,16.43
2005,8.2,48,22.85,20.5,-0.35,-1.5,16.6,4.7,1.26,0.09,1.41,28.3,7.6,0.57,8.49,12,7.03,1.76,+0.19,15.78
2004,7.24,53,23.2,23.6,+1.2,+5.5,14.5,4.78,1.57,-0.17,1.13,33,10.8,-1.18,7.8,10.6,6.59,1.57,+0.52,14.83
2003,6.8,55,22,23.3,-2.6,-10.6,9.51,3.56,0.55,0.18,0.72,37.5,5.82,1.94,7.51,6.81,4.92,1.05,-1.2,15.52
2002,6,68,24.6,33.2,-6.4,-20.6,10.7,4.23,1.6,0.07,1.35,39.7,15,0.68,12.7,13.8,10,2.25,-0.15,17.42
2001,4.96,62,-,-,-,-,9.61,3.78,1.28,0.19,1.15,39.4,13.3,1.98,12,14.5,9.62,2.4,-0.99,18.42
2000,3.64,62,-,-,-,-,9.73,3.59,1.22,0.21,1.13,36.9,12.6,2.2,11.6,20.4,11.4,3.39,-2.12,18.53
1999,2.4,64,-,-,-,-,8.3,2.96,1.26,-0.05,0.9,35.6,15.2,-0.61,10.9,20.9,10.6,5.51,-,17.99
1998,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
