13Q1,10461,59,5.56,6.94,-2.71,-32.8,4799,1462,214,0,451,30.5,4.46,0,-,8.9(年估),4.62(年估),0.09,-0.06,-
2012,10.3,19,8.27,9.03,-0.33,-3.8,23.2,4.5,0.17,-0.34,-6.35,19.4,0.74,-1.45,-36.2,-35.4,-20.3,1.32,+0.69,-
2011,10.1,50,8.6,10.1,-3.1,-26.5,33.4,9.01,3.78,0.07,3.01,27,11.3,0.2,9.25,11.9,8.44,0.63,+0.03,-
2010,9.88,59,11.7,13.4,-5.3,-31.2,23.4,7.09,3.3,0.01,2.58,30.3,14.1,0.04,11.6,11.3,8.75,0.6,-,-
