2017,323,72,9.94,9.58,+2.08,+26.5,237,86.5,62.2,6.16,67.1,36.4,26.2,2.59,28.3,16.9,14.2,2.07,+0.82,13.06
2016,323,62,7.86,5.58,+3.97,+102,239,69.7,46.3,-4.86,40.5,29.1,19.4,-2.03,16.9,11.6,9.64,1.25,+1.93,11.47
2015,323,43,3.89,5.4,-4.02,-50.8,172,0.17,-24.1,2.35,-22,0.1,-14,1.37,-12.8,-6.46,-5.19,-0.68,-0.84,10.09
2014,330,49,7.91,10.1,-3.14,-28.4,237,43.9,15.7,-9.98,5.41,18.5,6.63,-4.22,2.28,1.54,1.19,0.16,-1.95,10.79
2013,293,62,11.05,9.5,+7.85,+245,314,93.9,62,-0.19,61.8,29.9,19.7,-0.06,19.7,19.8,13.7,2.11,+2.67,11.82
2012,293,40,3.2,2.53,+1.63,+104,358,31.9,-9.13,-17.4,-16.4,8.9,-2.55,-4.86,-7.41,-8.47,-4.57,-0.56,+0.72,9.43
2011,586,34,1.57,3.7,-4.34,-73.4,451,-3.36,-65.5,-23.4,-74.4,-0.75,-14.5,-5.19,-19.8,-23,-12.4,-1.28,+0.18,5.02
2010,522,34,5.91,6.36,-2.4,-28.9,577,-9.65,-72.5,-10.5,-76.1,-1.67,-12.6,-1.83,-14.4,-17.8,-10.6,-1.46,+1.11,6.76
2009,522,36,8.31,6.67,+4.03,+94.2,509,-48.3,-108,-32.1,-134,-9.5,-21.2,-6.32,-27.5,-26.2,-16.8,-2.57,-1.34,8.09
2008,522,36,4.28,9.75,-10.12,-70.3,605,47.2,2.56,-41.4,-67.2,7.81,0.42,-6.85,-11.2,-10.7,-7.15,-1.23,-4.12,10.64
2007,501,55,14.4,8.77,+8.22,+133,784,147,109,-17.7,144,18.7,13.9,-2.26,18.4,23.5,14.2,2.89,+3.69,13.69
2006,605,32,6.18,5.56,-1.52,-19.7,653,-4.15,-48.3,0.3,-48.7,-0.64,-7.4,0.05,-7.36,-8.58,-4.53,-0.8,+0.87,8.8
2005,605,30,7.7,9.08,-2.8,-26.7,624,-37,-69.6,-26.4,-96.4,-5.94,-11.2,-4.24,-15.4,-16.5,-8.38,-1.67,-2.18,9.55
2004,504,-,10.5,14.3,-2.5,-19.2,-,-,-,-,25,-,-,-,-,-,-,0.51,+0.27,11.64
2003,396,-,13,12.3,+2.65,+25.6,-,-,-,-,8.52,-,-,-,-,-,-,0.24,-0.1,11.05
2002,320,-,10.35,21.7,-9.85,-48.8,-,-,-,-,8.86,-,-,-,-,-,-,0.34,+3.42,10.39
2001,208,-,20.2,10.9,+5.25,+35.1,-,-,-,-,-64.1,-,-,-,-,-,-,-3.08,-3.11,8.57
2000,208,-,-,-,-,-,-,-,-,-,0.56,-,-,-,-,-,-,0.03,+0.41,11.65
1999,208,-,-,-,-,-,-,-,-,-,-4.8,-,-,-,-,-,-,-0.38,-,11.62
1998,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
