2017,44.4,45,23.8,23.8,+4.2,+21.4,191,28.9,6.12,0.84,5.49,15.2,3.21,0.44,2.88,6.37,3.92,1.26,-0.14,19.58
2016,43.4,40,19.6,18.4,+2.5,+14.6,218,31.8,6.49,1.55,6.08,14.6,2.97,0.71,2.79,7.18,4.26,1.4,+2.14,19.62
2015,44.3,34,17.1,18.1,-0.9,-5,230,29,0.98,-3.6,-3.4,12.6,0.43,-1.56,-1.48,-3.76,-2.19,-0.74,-1.84,19.37
2014,49.7,38,18,21,-3.6,-16.7,233,32.7,4.69,1.89,5.36,14,2.02,0.81,2.3,5.5,3.08,1.1,-0.5,20.04
2013,49.2,36,21.6,19.3,+2.15,+11.1,241,37.1,8.34,1.3,7.8,15.4,3.46,0.54,3.23,7.93,4.48,1.6,+0.19,20.18
2012,51.4,36,19.45,22.2,-2.15,-10,249,38.7,10.2,-0.91,7.16,15.5,4.1,-0.37,2.88,7.34,3.9,1.41,-0.6,19.97
2011,47.6,43,21.6,22.7,-3.4,-13.6,255,37.7,9.41,2.4,9.5,14.8,3.7,0.94,3.72,10.1,5.15,2.01,0,20.15
2010,47.1,40,25,26.8,-3.15,-11.2,259,40,12,-1.26,9.36,15.5,4.63,-0.49,3.61,10.5,5.88,2.01,+0.21,19.3
2009,46.4,45,28.15,24.2,+9.2,+48.5,173,33.6,8.18,1.75,8.29,19.4,4.72,1.01,4.77,9.89,5.82,1.8,-0.55,18.8
2008,44.9,45,18.95,24.8,-11.35,-37.5,243,45.5,16.8,-4.02,10.5,18.7,6.89,-1.65,4.33,13.2,7.76,2.35,-0.91,17.88
2007,40.6,45,30.3,37.3,-1.25,-4,224,40.5,16.8,-1.28,12.9,18.1,7.54,-0.57,5.79,18.1,9.76,3.26,+0.16,19.2
2006,35.5,43,31.55,31.7,-5.95,-15.9,215,34.6,14.8,-1.72,10.5,16.1,6.89,-0.8,4.88,18.7,9.76,3.1,-0.51,17.99
2005,28.3,43,37.5,30,+6.6,+21.4,177,32.8,13.1,-0.63,10.2,18.5,7.37,-0.35,5.77,23.3,12.4,3.61,+0.74,16.95
2004,25,40,30.9,30.5,+2.1,+7.3,141,26.7,9.53,-1.82,7.05,18.9,6.77,-1.29,5.01,17.6,9,2.87,+2.64,15.99
2003,20,-,-,-,-,-,-,-,-,-,0.46,-,-,-,-,-,-,0.23,-,16.5
