上市,01001T,土銀富邦R1,2005,,,0.31,0,0.31,0,0,0,0.31,,,,,,
上市,01001T,土銀富邦R1,2006,,,0.45,0,0.45,0,0,0,0.45,,,,,,
上市,01001T,土銀富邦R1,2007,,,0.46,0,0.46,0,0,0,0.46,,,,,,
上市,01001T,土銀富邦R1,2008,,,0.44,0,0.44,0,0,0,0.44,,,,,,
上市,01001T,土銀富邦R1,2009,,,0.45,0,0.45,0,0,0,0.45,,,,,,
上市,01001T,土銀富邦R1,2010,,,0.44,0,0.44,0,0,0,0.44,,,,,,
上市,01001T,土銀富邦R1,2011,,,0.51,0,0.51,0,0,0,0.51,,,,,,
上市,01001T,土銀富邦R1,2012,,,0.43,0,0.43,0,0,0,0.43,,,,,,
上市,01001T,土銀富邦R1,2013,,,0.58,0,0.58,0,0,0,0.58,,,,,,
上市,01001T,土銀富邦R1,2014,,,0.64,0,0.64,0,0,0,0.64,,,,,,
上市,01001T,土銀富邦R1,2015,,,0.45,0,0.45,0,0,0,0.45,,,,,,
上市,01001T,土銀富邦R1,2016,,,0.41,0,0.41,0,0,0,0.41,,,,,,
上市,01001T,土銀富邦R1,2017,,,0.41,0,0.41,0,0,0,0.41,,,,,,
