上市,01003T,兆豐新光R1,2006,,,0.38,0,0.38,0,0,0,0.38,,,,,,
上市,01003T,兆豐新光R1,2007,,,0.39,0,0.39,0,0,0,0.39,,,,,,
上市,01003T,兆豐新光R1,2008,,,0.39,0,0.39,0,0,0,0.39,,,,,,
上市,01003T,兆豐新光R1,2009,,,0.37,0,0.37,0,0,0,0.37,,,,,,
上市,01003T,兆豐新光R1,2010,,,0.38,0,0.38,0,0,0,0.38,,,,,,
上市,01003T,兆豐新光R1,2011,,,0.39,0,0.39,0,0,0,0.39,,,,,,
上市,01003T,兆豐新光R1,2012,,,0.35,0,0.35,0,0,0,0.35,,,,,,
上市,01003T,兆豐新光R1,2013,,,0.37,0,0.37,0,0,0,0.37,,,,,,
上市,01003T,兆豐新光R1,2014,,,0.37,0,0.37,0,0,0,0.37,,,,,,
上市,01003T,兆豐新光R1,2015,,,0.37,0,0.37,0,0,0,0.37,,,,,,
上市,01003T,兆豐新光R1,2016,,,0.35,0,0.35,0,0,0,0.35,,,,,,
上市,01003T,兆豐新光R1,2017,,,0.37,0,0.37,0,0,0,0.37,,,,,,
