上市,2548,華固,1996,,,0,0,0,0,0,0,0,,,,,,
上市,2548,華固,1997,,,0,0,0,0,0,0,0,,,,,,
上市,2548,華固,1998,2.41,5.3,0,0,0,2,0,2,2,,,0.0,0,0.0,
上市,2548,華固,1999,1.85,2.74,0,0,0,2.2,0.3,2.5,2.5,,,0.0,0,0.0,
上市,2548,華固,2000,4.63,5.4,2,0,2,2,0,2,4,,,0.0,0,0.0,
上市,2548,華固,2001,2.46,2.38,1.2,0,1.2,1,0,1,2.2,,,0.0,0,0.0,
上市,2548,華固,2002,0.31,0.29,0.5,0,0.5,0,0,0,0.5,,,0.01,3.87,0.03,
上市,2548,華固,2003,0.14,0.13,0.2,0,0.2,0.4,0.4,0.8,1,,,0.01,10.15,0.02,
上市,2548,華固,2004,3.88,3.09,2.01,0,2.01,0,0.5,0.5,2.51,,,0.06,1.64,0.16,
上市,2548,華固,2005,11.01,7.34,3.6,0,3.6,0.2,0.8,1,4.6,,,0.13,1.16,0.17,
上市,2548,華固,2006,12.24,7.09,4,0,4,1,0.6,1.6,5.6,,,0.19,1.52,0.34,
上市,2548,華固,2007,21.28,10.56,5.5,0,5.5,1.1,0.4,1.5,7,,,0.29,1.35,0.6,"1,200"
上市,2548,華固,2008,25.7,11.03,4.91,0,4.91,0,0,0,4.91,11.66,0,0.25,0.98,0.63,0
上市,2548,華固,2009,25.65,10.83,5.96,0,5.96,0,0.6,0.6,6.56,14.57,0,0.31,1.22,0.78,0
上市,2548,華固,2010,29.26,11.31,6.19,0,6.19,0,0.3,0.3,6.49,16.17,0,0.35,1.19,0.87,0
上市,2548,華固,2011,28.02,10.38,5.6,0,5.6,0,0.2,0.2,5.8,15.2,"5,428",0.33,1.17,0.82,0
上市,2548,華固,2012,16.86,6.1,4.5,0.5,5,0,0,0,5,12.46,0,0.27,1.59,0.67,0
上市,2548,華固,2013,30.66,11.08,5,0.5,5.5,0,0,0,5.5,13.84,0,0.3,0.97,0.74,0
上市,2548,華固,2014,14.06,5.08,4.5,0.5,5,0,0,0,5,12.46,0,0.27,1.91,0.67,0
上市,2548,華固,2015,26.52,9.59,5,0.5,5.5,0,0,0,5.5,15.22,0,,,,
上市,2548,華固,2016,24.15,8.73,5,0.6,5.6,0,0,0,5.6,15.5,0,,,,
上市,2548,華固,2017,21.78,7.87,5.2,0,5.2,0,0,0,5.2,14.39,0,,,,
