上市,1451,年興,1990,0.51,1.69,0,0,0,1.44,0,1.44,1.44,,,0.0,0,0.0,
上市,1451,年興,1991,0.9,2.64,0,0,0,1.65,0,1.65,1.65,,,0.0,0,0.0,
上市,1451,年興,1992,1.27,3.15,0,0,0,2.4,0,2.4,2.4,,,0.0,0,0.0,
上市,1451,年興,1993,1.28,2.01,0.5,0,0.5,1.5,0.5,2,2.5,,,0.0,0,0.0,
上市,1451,年興,1994,1.79,2.34,0,0,0,1.5,1,2.5,2.5,,,0.0,0,0.0,
上市,1451,年興,1995,2.6,2.14,0,0,0,1,1.5,2.5,2.5,,,0.0,0,0.0,
上市,1451,年興,1996,4.28,2.74,0,0,0,1.2,1.3,2.5,2.5,,,0.0,0,0.0,
上市,1451,年興,1997,6.14,3.14,0,0,0,1.8,1,2.8,2.8,,,0.0,0,0.0,
上市,1451,年興,1998,7.44,2.98,1,0,1,1.87,0.13,2,3,,,0.0,0,0.0,
上市,1451,年興,1999,10.0,3.33,0,0,0,3,0,3,3,,,0.0,0,0.0,
上市,1451,年興,2000,11.52,2.31,0,0,0,1.8,0.2,2,2,,,0.0,0,0.0,
上市,1451,年興,2001,15.61,2.61,2,0,2,0,0,0,2,,,0.0,0,0.0,
上市,1451,年興,2002,19.57,3.27,2.2,0,2.2,0,0,0,2.2,,,0.09,0.46,0.13,
上市,1451,年興,2003,19.56,3.27,2.2,0,2.2,0,0,0,2.2,,,0.1,0.53,0.13,
上市,1451,年興,2004,15.22,2.54,2,0,2,0,0,0,2,,,0.1,0.68,0.12,
上市,1451,年興,2005,13.6,2.27,1.5,0,1.5,0,0,0,1.5,,,0.1,0.76,0.09,
上市,1451,年興,2006,13.98,2.34,1.7,0,1.7,0,0,0,1.7,,,0.09,0.65,0.1,
上市,1451,年興,2007,12.69,2.12,1.5,0,1.5,0,0,0,1.5,,,0.09,0.72,0.09,0
上市,1451,年興,2008,1.05,0.18,0.5,0,0.5,0,0,0,0.5,2.95,0,0.09,8.63,0.03,0
上市,1451,年興,2009,12.21,2.07,1,0,1,0,0,0,1,5.91,0,0.09,0.75,0.11,0
上市,1451,年興,2010,14.43,2.5,1.25,0,1.25,0,0,0,1.25,6.88,0,0.09,0.63,0.09,0
上市,1451,年興,2011,7.56,1.44,1,0,1,0,0,0,1,4.81,0,0.09,1.2,0.05,0
上市,1451,年興,2012,7.6,1.64,1.3,0,1.3,0,0,0,1.3,5.63,0,0.07,0.86,0.06,0
上市,1451,年興,2013,7.97,1.89,2,0,2,0,0,0,2,8.0,0,0.07,0.86,0.09,0
上市,1451,年興,2014,7.0,1.75,1.8,0,1.8,0,0,0,1.8,7.2,0,0.07,0.98,0.08,0
上市,1451,年興,2015,6.75,1.69,1.5,0,1.5,0,0,0,1.5,6.0,0,,,,
上市,1451,年興,2016,7.33,1.83,1.5,0,1.5,0,0,0,1.5,6.0,0,,,,
上市,1451,年興,2017,2.81,0.94,1.5,0,1.5,0,0,0,1.5,2.97,0,,,,
