上市,01007T,兆豐國泰R2,2006,,,0.29,0,0.29,0,0,0,0.29,,,,,,
上市,01007T,兆豐國泰R2,2007,,,0.42,0,0.42,0,0,0,0.42,,,,,,
上市,01007T,兆豐國泰R2,2008,,,0.42,0,0.42,0,0,0,0.42,,,,,,
上市,01007T,兆豐國泰R2,2009,,,0.38,0,0.38,0,0,0,0.38,,,,,,
上市,01007T,兆豐國泰R2,2010,,,0.43,0,0.43,0,0,0,0.43,,,,,,
上市,01007T,兆豐國泰R2,2011,,,0.43,0,0.43,0,0,0,0.43,,,,,,
上市,01007T,兆豐國泰R2,2012,,,0.43,0,0.43,0,0,0,0.43,,,,,,
上市,01007T,兆豐國泰R2,2013,,,0.43,0,0.43,0,0,0,0.43,,,,,,
上市,01007T,兆豐國泰R2,2014,,,0.45,0,0.45,0,0,0,0.45,,,,,,
上市,01007T,兆豐國泰R2,2015,,,0.43,0,0.43,0,0,0,0.43,,,,,,
上市,01007T,兆豐國泰R2,2016,,,0.44,0,0.44,0,0,0,0.44,,,,,,
上市,01007T,兆豐國泰R2,2017,,,0.22,0,0.22,0,0,0,0.22,,,,,,
